,All households,+2 or more,1,0	,-1,-2 or less
S01012472,317,242,57,15,2,1
S01012473,218,162,40,8,6,2
S01012474,371,180,76,99,12,4
S01012475,300,160,76,57,6,1
S01012476,422,144,152,108,15,3
S01012477,283,189,60,33,1,0
S01012478,368,135,137,78,16,2
S01012479,261,181,49,24,6,1
S01012480,339,37,128,144,22,8
S01012481,419,132,111,111,56,9
S01012482,439,169,101,137,25,7
S01012483,570,107,147,216,83,17
S01012484,366,225,94,35,10,2
S01012485,384,257,66,39,20,2
S01012486,268,194,41,26,7,0
S01012487,306,88,97,96,20,5
S01012488,483,139,130,176,33,5
S01012489,553,61,160,235,78,19
S01012490,606,50,194,259,84,19
S01012491,245,31,90,93,23,8
S01012492,490,39,187,213,31,20
S01012493,409,120,32,229,21,7
S01012494,383,82,182,86,26,7
S01012495,496,126,131,179,47,13
S01012496,314,127,85,70,26,6
S01012497,231,59,92,60,18,2
S01012498,343,96,109,95,34,9
S01012499,277,85,84,76,25,7
S01012500,217,64,75,61,12,5
S01012501,260,23,90,99,39,9
S01012502,360,62,118,122,48,10
S01012503,308,82,77,108,33,8
S01012504,282,62,98,97,19,6
S01012505,515,139,161,166,38,11
S01012506,241,110,71,49,8,3
S01012507,482,135,200,113,26,8
S01012508,399,109,140,133,13,4
S01012509,256,124,90,34,5,3
S01012510,381,169,133,69,9,1
S01012511,316,108,95,90,18,5
S01012512,286,131,66,70,18,1
S01012513,234,132,60,32,7,3
S01012514,392,185,124,73,5,5
S01012515,319,63,76,144,26,10
S01012516,301,119,81,86,14,1
S01012517,410,98,104,173,30,5
S01012518,277,139,71,51,14,2
S01012519,279,104,70,84,18,3
S01012520,345,212,56,60,10,7
S01012521,270,113,70,70,16,1
S01012522,360,278,57,16,8,1
S01012523,385,232,91,50,8,4
S01012524,467,241,123,82,14,7
S01012525,341,200,84,50,6,1
S01012526,334,229,77,23,3,2
S01012527,285,175,63,36,9,2
S01012528,337,105,126,75,28,3
S01012529,342,142,87,86,18,9
S01012530,400,258,85,45,7,5
S01012531,332,184,101,38,7,2
S01012532,348,182,81,73,9,3
S01012533,274,69,144,50,11,0
S01012534,288,79,88,91,23,7
S01012535,361,100,135,98,23,5
S01012536,312,126,91,73,13,9
S01012537,334,81,121,106,21,5
S01012538,476,165,150,125,32,4
S01012539,315,138,96,59,18,4
S01012540,299,93,109,77,13,7
S01012541,442,203,120,89,29,1
S01012542,380,217,88,54,13,8
S01012543,276,179,51,35,11,0
S01012544,341,180,84,60,14,3
S01012545,214,78,42,71,21,2
S01012546,322,167,88,59,7,1
S01012547,312,212,56,31,12,1
S01012548,394,240,96,53,4,1
S01012549,251,63,104,62,18,4
S01012550,345,173,94,58,15,5
S01012551,319,215,70,28,5,1
S01012552,352,243,76,26,7,0
S01012553,347,195,96,51,4,1
S01012554,190,109,50,19,11,1
S01012555,211,144,47,17,3,0
S01012556,221,187,20,12,2,0
S01012557,249,198,25,17,7,2
S01012558,279,65,93,95,21,5
S01012559,457,50,145,211,43,8
S01012560,264,101,82,73,7,1
S01012561,365,123,110,115,12,5
S01012562,434,73,137,176,47,1
S01012563,271,235,21,10,3,2
S01012564,373,268,68,29,8,0
S01012565,379,193,65,92,28,1
S01012566,445,131,101,169,40,4
S01012567,557,112,197,210,36,2
S01012568,281,192,36,41,5,7
S01012569,315,255,43,10,3,4
S01012570,197,107,45,35,6,4
S01012571,362,162,103,75,15,7
S01012572,224,125,54,33,10,2
S01012573,325,241,51,22,8,3
S01012574,359,249,61,37,7,5
S01012575,289,190,60,31,5,3
S01012576,370,202,88,59,20,1
S01012577,336,166,98,55,16,1
S01012578,463,227,97,118,19,2
S01012579,287,157,62,54,12,2
S01012580,325,218,63,34,8,2
S01012581,331,109,107,81,30,4
S01012582,365,254,58,41,11,1
S01012583,326,109,118,76,18,5
S01012584,331,166,97,50,16,2
S01012585,404,114,146,108,28,8
S01012586,313,197,61,39,11,5
S01012587,327,225,64,32,6,0
S01012588,256,149,58,42,5,2
S01012589,284,124,87,60,10,3
S01012590,371,112,117,116,19,7
S01012591,385,90,162,102,23,8
S01012592,215,186,15,10,2,2
S01012593,333,198,75,53,7,0
S01012594,212,85,72,42,9,4
S01012595,288,89,117,51,21,10
S01012596,347,98,115,95,29,10
S01012597,177,118,34,16,7,2
S01012598,302,157,61,69,12,3
S01012599,330,152,85,67,22,4
S01012600,308,151,84,57,13,3
S01012601,357,229,71,47,7,3
S01012602,329,64,103,139,15,8
S01012603,337,87,89,137,17,7
S01012604,275,108,94,51,18,4
S01012605,240,81,83,55,20,1
S01012606,249,222,16,9,2,0
S01012607,312,141,86,63,19,3
S01012608,358,121,107,96,31,3
S01012609,383,73,159,109,35,7
S01012610,425,93,167,119,40,6
S01012611,352,173,103,60,13,3
S01012612,294,128,85,62,13,6
S01012613,287,95,100,59,25,8
S01012614,455,191,122,115,22,5
S01012615,306,175,77,40,13,1
S01012616,384,235,72,57,15,5
S01012617,151,108,34,9,0,0
S01012618,209,109,53,38,8,1
S01012619,295,90,61,121,13,10
S01012620,325,247,40,25,12,1
S01012621,277,172,54,48,2,1
S01012622,341,157,101,71,9,3
S01012623,320,87,129,80,18,6
S01012624,334,106,125,79,19,5
S01012625,263,73,91,81,17,1
S01012626,216,123,53,34,4,2
S01012627,241,94,69,64,11,3
S01012628,334,270,42,16,2,4
S01012629,197,143,33,16,4,1
S01012630,508,142,123,176,53,14
S01012631,423,142,119,130,26,6
S01012632,304,207,65,25,6,1
S01012633,283,191,54,28,6,4
S01012634,339,107,108,93,24,7
S01012635,430,265,70,66,26,3
S01012636,250,151,53,33,11,2
S01012637,365,131,125,87,19,3
S01012638,406,135,107,134,23,7
S01012639,360,110,129,89,29,3
S01012640,439,122,156,130,22,9
S01012641,484,154,139,133,46,12
S01012642,380,79,133,137,22,9
S01012643,199,72,70,46,9,2
S01012644,301,97,104,80,17,3
S01012645,368,182,58,107,14,7
S01012646,405,228,100,66,9,2
S01012647,269,188,52,23,4,2
S01012648,229,87,60,60,20,2
S01012649,267,122,68,59,15,3
S01012650,266,136,66,47,14,3
S01012651,327,68,120,108,19,12
S01012652,431,279,96,49,6,1
S01012653,363,141,118,79,18,7
S01012654,326,187,60,66,9,4
S01012655,454,185,98,119,31,21
S01012656,405,94,141,132,31,7
S01012657,272,63,91,101,12,5
S01012658,424,164,173,71,14,2
S01012659,366,238,80,36,10,2
S01012660,326,116,93,91,26,0
S01012661,324,142,87,74,15,6
S01012662,370,95,158,95,14,8
S01012663,301,144,90,54,11,2
S01012664,462,150,127,151,26,8
S01012665,346,73,115,120,33,5
S01012666,337,38,140,115,32,12
S01012667,279,68,86,94,22,9
S01012668,347,86,127,98,26,10
S01012669,296,167,81,38,7,3
S01012670,295,180,60,48,5,2
S01012671,388,122,126,102,31,7
S01012672,361,61,132,119,31,18
S01012673,252,78,88,63,17,6
S01012674,240,93,62,56,18,11
S01012675,361,69,131,117,35,9
S01012676,307,124,97,65,19,2
S01012677,256,67,84,70,28,7
S01012678,268,166,59,36,4,3
S01012679,372,155,73,120,15,9
S01012680,210,148,38,16,8,0
S01012681,311,143,82,56,24,6
S01012682,315,178,69,53,14,1
S01012683,326,143,106,62,13,2
S01012684,219,104,82,29,3,1
S01012685,334,100,112,90,24,8
S01012686,434,254,92,64,19,5
S01012687,235,211,10,13,1,0
S01012688,449,135,143,127,37,7
S01012689,185,146,18,15,4,2
S01012690,202,136,41,24,1,0
S01012691,296,215,53,18,9,1
S01012692,334,140,93,83,17,1
S01012693,321,280,22,15,2,2
S01012694,200,101,50,42,6,1
S01012695,306,209,58,28,8,3
S01012696,272,209,45,11,7,0
S01012697,197,146,31,14,6,0
S01012698,339,243,52,37,5,2
S01012699,429,266,92,49,19,3
S01012700,320,205,69,34,11,1
S01012701,221,152,42,20,3,4
S01012702,254,132,68,37,13,4
S01012703,205,132,42,21,8,2
S01012704,329,62,103,124,30,10
S01012705,257,178,48,21,9,1
S01012706,297,80,101,82,24,10
S01012707,322,203,71,41,5,2
S01012708,332,64,125,104,27,12
S01012709,253,88,82,62,19,2
S01012710,356,83,112,120,33,8
S01012711,435,104,151,138,34,8
S01012712,335,264,43,20,8,0
S01012713,329,191,86,43,6,3
S01012714,264,193,40,24,4,3
S01012715,411,88,149,131,30,13
S01012716,369,252,58,52,3,4
S01012717,581,142,163,212,56,8
S01012718,489,171,175,112,28,3
S01012719,438,89,143,154,33,19
S01012720,318,48,85,157,25,3
S01012721,288,107,89,73,14,5
S01012722,413,46,117,190,42,18
S01012723,358,50,92,166,35,15
S01012724,412,108,162,114,24,4
S01012725,494,129,192,138,30,5
S01012726,283,125,84,43,24,7
S01012727,294,99,87,65,31,12
S01012728,339,63,112,119,36,9
S01012729,346,145,112,69,10,10
S01012730,266,57,104,83,19,3
S01012731,335,106,116,72,27,14
S01012732,292,90,94,78,25,5
S01012733,364,268,65,25,4,2
S01012734,198,166,24,7,1,0
S01012735,213,78,65,52,15,3
S01012736,376,152,113,86,20,5
S01012737,329,160,114,40,8,7
S01012738,255,93,95,51,12,4
S01012739,289,218,48,19,3,1
S01012740,308,227,61,14,5,1
S01012741,272,114,83,57,16,2
S01012742,276,201,45,21,9,0
S01012743,237,179,39,17,0,2
S01012744,277,141,88,36,12,0
S01012745,302,220,58,16,6,2
S01012746,311,135,104,47,20,5
S01012747,348,153,91,77,14,13
S01012748,369,77,120,112,41,19
S01012749,387,66,141,115,50,15
S01012750,336,57,104,127,27,21
S01012751,423,66,173,140,35,9
S01012752,375,104,132,93,33,13
S01012753,235,40,61,99,19,16
S01012754,255,74,95,54,19,13
S01012755,280,43,67,126,30,14
S01012756,271,66,98,81,22,4
S01012757,236,48,92,66,20,10
S01012758,274,88,74,76,23,13
S01012759,342,70,96,129,36,11
S01012760,424,93,140,137,40,14
S01012761,369,73,137,121,27,11
S01012762,315,132,114,53,15,1
S01012763,178,36,57,54,23,8
S01012764,348,82,111,110,31,14
S01012765,296,125,80,60,25,6
S01012766,358,102,119,93,37,7
S01012767,228,143,55,22,7,1
S01012768,291,177,64,37,10,3
S01012769,152,102,16,25,7,2
S01012770,408,103,141,129,24,11
S01012771,357,83,142,89,35,8
S01012772,285,66,89,80,38,12
S01012773,391,128,130,88,37,8
S01012774,408,116,164,96,28,4
S01012775,211,76,64,50,14,7
S01012776,359,72,136,106,36,9
S01012777,365,122,133,85,20,5
S01012778,295,60,101,95,34,5
S01012779,200,37,74,67,19,3
S01012780,346,42,113,142,32,17
S01012781,300,111,119,55,11,4
S01012782,313,27,144,98,32,12
S01012783,322,32,132,105,36,17
S01012784,391,61,161,123,42,4
S01012785,388,36,147,147,39,19
S01012786,423,26,160,183,39,15
S01012787,250,64,114,55,14,3
S01012788,259,88,74,72,19,6
S01012789,325,124,98,78,19,6
S01012790,289,125,82,63,15,4
S01012791,324,189,87,31,15,2
S01012792,496,81,168,201,37,9
S01012793,363,48,121,140,39,15
S01012794,378,109,165,81,21,2
S01012795,439,110,155,116,44,14
S01012796,347,83,141,95,23,5
S01012797,276,95,94,60,18,9
S01012798,329,181,60,69,14,5
S01012799,393,207,56,89,36,5
S01012800,398,243,86,49,19,1
S01012801,252,85,93,66,7,1
S01012802,207,184,9,11,2,1
S01012803,262,177,48,28,8,1
S01012804,351,85,78,143,31,14
S01012805,383,84,153,93,44,9
S01012806,299,123,73,70,31,2
S01012807,218,182,23,12,0,1
S01012808,475,238,106,101,22,8
S01012809,337,107,86,107,33,4
S01012810,481,69,139,179,82,12
S01012811,348,129,112,75,24,8
S01012812,285,89,82,90,18,6
S01012813,372,263,85,14,8,2
S01012814,333,148,117,60,4,4
S01012815,320,200,75,34,10,1
S01012816,229,104,73,37,12,3
S01012817,175,138,23,12,2,0
S01012818,271,201,40,17,12,1
S01012819,365,77,143,106,29,10
S01012820,370,215,98,40,13,4
S01012821,263,154,61,38,7,3
S01012822,256,20,83,93,44,16
S01012823,285,164,71,37,11,2
S01012824,273,125,91,45,9,3
S01012825,269,54,125,71,13,6
S01012826,231,46,67,79,29,10
S01012827,233,128,62,32,9,2
S01012828,254,127,88,31,8,0
S01012829,362,78,135,104,33,12
S01012830,313,106,102,86,15,4
S01012831,333,90,126,84,25,8
S01012832,215,75,70,52,15,3
S01012833,319,68,98,106,40,7
S01012834,289,88,99,68,28,6
S01012835,403,111,150,104,29,9
S01012836,220,165,39,13,1,2
S01012837,414,49,181,134,40,10
S01012838,528,85,251,143,40,9
S01012839,300,104,113,68,12,3
S01012840,285,183,63,30,7,2
S01012841,253,122,91,31,7,2
S01012842,198,74,68,39,15,2
S01012843,381,271,55,43,11,1
S01012844,249,210,20,17,2,0
S01012845,281,186,53,35,4,3
S01012846,543,73,238,161,56,15
S01012847,249,93,67,66,15,8
S01012848,283,144,93,35,10,1
S01012849,345,52,133,117,37,6
S01012850,339,80,153,74,29,3
S01012851,374,145,132,69,16,12
S01012852,298,174,85,33,5,1
S01012853,338,172,114,39,8,5
S01012854,374,132,141,80,18,3
S01012855,284,109,75,80,16,4
S01012856,414,62,134,178,32,8
S01012857,472,77,168,161,56,10
S01012858,422,31,101,230,44,16
S01012859,530,98,152,196,58,26
S01012860,382,138,115,95,30,4
S01012861,322,104,116,78,22,2
S01012862,369,39,96,170,52,12
S01012863,424,38,106,176,86,18
S01012864,469,36,153,199,64,17
S01012865,390,71,153,123,29,14
S01012866,374,98,157,94,19,6
S01012867,396,49,161,127,44,15
S01012868,321,52,109,112,31,17
S01012869,257,28,86,101,33,9
S01012870,450,130,156,123,31,10
S01012871,384,182,117,57,25,3
S01012872,318,90,105,94,24,5
S01012873,338,96,132,79,26,5
S01012874,383,94,131,111,45,2
S01012875,277,64,114,73,21,5
S01012876,371,98,130,98,32,13
S01012877,331,119,117,72,19,4
S01012878,373,217,71,70,12,3
S01012879,323,160,98,46,13,6
S01012880,374,231,95,36,11,1
S01012881,406,234,107,50,11,4
S01012882,287,67,101,94,16,9
S01012883,378,44,143,139,43,9
S01012884,285,69,59,91,59,7
S01012885,270,25,111,93,33,8
S01012886,315,209,67,26,8,5
S01012887,352,200,105,41,6,0
S01012888,333,243,53,27,9,1
S01012889,342,189,83,53,14,3
S01012890,300,45,136,89,22,8
S01012891,255,54,102,72,22,5
S01012892,566,120,186,167,76,17
S01012893,369,66,145,105,40,13
S01012894,311,164,67,68,9,3
S01012895,197,130,39,22,6,0
S01012896,482,121,185,143,26,7
S01012897,248,121,79,41,4,3
S01012898,177,148,19,7,3,0
S01012899,317,29,146,121,18,3
S01012900,226,153,35,30,7,1
S01012901,336,89,104,119,17,7
S01012902,359,120,91,123,19,6
S01012903,400,118,107,137,30,8
S01012904,371,92,130,127,16,6
S01012905,272,75,60,107,26,4
S01012906,482,72,175,174,47,14
S01012907,449,101,166,152,25,5
S01012908,355,94,136,96,26,3
S01012909,331,53,123,136,14,5
S01012910,485,98,151,190,40,6
S01012911,340,132,108,77,20,3
S01012912,339,84,134,94,20,7
S01012913,417,100,158,131,24,4
S01012914,410,135,133,115,21,6
S01012915,447,194,126,107,15,5
S01012916,331,104,81,120,20,6
S01012917,270,159,78,29,4,0
S01012918,255,56,77,101,16,5
S01012919,229,90,69,53,11,6
S01012920,258,148,73,30,5,2
S01012921,338,97,102,110,24,5
S01012922,437,145,129,137,23,3
S01012923,306,120,77,83,23,3
S01012924,243,73,63,98,6,3
S01012925,194,123,47,18,5,1
S01012926,333,113,87,108,24,1
S01012927,339,118,84,107,26,4
S01012928,353,150,109,80,11,3
S01012929,340,149,97,75,13,6
S01012930,512,104,159,218,24,7
S01012931,435,122,179,111,21,2
S01012932,211,120,46,37,8,0
S01012933,352,147,105,74,24,2
S01012934,360,116,128,89,23,4
S01012935,363,121,129,88,19,6
S01012936,351,79,151,91,27,3
S01012937,314,113,112,75,13,1
S01012938,307,197,44,58,6,2
S01012939,216,156,31,27,2,0
S01012940,268,174,71,20,3,0
S01012941,257,221,23,11,2,0
S01012942,364,73,120,126,38,7
S01012943,291,155,86,44,6,0
S01012944,207,163,30,11,3,0
S01012945,241,196,26,15,3,1
S01012946,338,187,95,47,6,3
S01012947,151,139,7,3,1,1
S01012948,249,136,75,29,7,2
S01012949,282,153,52,63,12,2
S01012950,273,225,28,13,5,2
S01012951,294,263,17,8,4,2
S01012952,247,214,19,10,2,2
S01012953,292,131,72,67,19,3
S01012954,173,85,57,21,10,0
S01012955,356,207,81,51,13,4
S01012956,458,152,123,123,47,13
S01012957,304,109,69,103,16,7
S01012958,206,106,51,34,11,4
S01012959,228,86,80,47,11,4
S01012960,229,119,62,38,8,2
S01012961,200,116,46,34,3,1
S01012962,236,154,56,22,3,1
S01012963,275,235,27,10,3,0
S01012964,200,164,21,9,3,3
S01012965,229,119,57,35,14,4
S01012966,262,137,76,44,4,1
S01012967,183,86,47,34,11,5
S01012968,271,89,87,80,10,5
S01012969,306,115,79,84,25,3
S01012970,236,79,84,60,8,5
S01012971,299,82,86,90,32,9
S01012972,329,79,88,135,23,4
S01012973,335,126,96,93,18,2
S01012974,446,120,142,140,35,9
S01012975,266,85,62,90,25,4
S01012976,229,89,59,65,15,1
S01012977,287,90,109,68,16,4
S01012978,334,106,95,104,21,8
S01012979,224,112,60,44,4,4
S01012980,311,53,107,110,39,2
S01012981,347,87,127,104,24,5
S01012982,383,94,154,111,20,4
S01012983,326,170,93,53,9,1
S01012984,279,101,103,58,10,7
S01012985,330,144,97,72,14,3
S01012986,394,86,128,152,24,4
S01012987,356,92,129,111,21,3
S01012988,463,106,164,160,30,3
S01012989,409,138,143,101,19,8
S01012990,303,84,68,118,24,9
S01012991,351,107,136,78,21,9
S01012992,380,108,125,117,23,7
S01012993,376,92,153,106,21,4
S01012994,502,79,167,213,34,9
S01012995,331,92,133,92,12,2
S01012996,246,78,79,68,19,2
S01012997,210,65,68,55,10,12
S01012998,414,184,105,94,26,5
S01012999,220,56,77,72,13,2
S01013000,322,86,114,97,17,8
S01013001,156,110,23,20,3,0
S01013002,205,133,28,36,4,4
S01013003,246,217,22,7,0,0
S01013004,264,197,42,20,4,1
S01013005,300,230,34,26,8,2
S01013006,240,192,26,16,3,3
S01013007,397,280,68,38,11,0
S01013008,330,179,85,57,6,3
S01013009,293,154,54,70,13,2
S01013010,246,192,31,14,9,0
S01013011,261,167,38,48,5,3
S01013012,292,104,84,87,12,5
S01013013,297,199,62,28,8,0
S01013014,336,194,80,54,8,0
S01013015,309,214,54,28,10,3
S01013016,244,201,22,17,4,0
S01013017,359,185,76,78,19,1
S01013018,387,291,48,41,4,3
S01013019,355,219,57,51,24,4
S01013020,226,71,73,65,16,1
S01013021,187,72,69,38,6,2
S01013022,186,63,39,69,14,1
S01013023,337,281,37,16,2,1
S01013024,227,154,50,21,1,1
S01013025,211,160,24,16,7,4
S01013026,410,181,112,99,13,5
S01013027,422,112,122,146,31,11
S01013028,191,112,54,21,3,1
S01013029,269,87,95,59,22,6
S01013030,225,89,63,52,17,4
S01013031,291,67,94,100,26,4
S01013032,309,155,74,59,17,4
S01013033,276,77,103,80,13,3
S01013034,296,99,93,79,20,5
S01013035,300,70,88,104,30,8
S01013036,280,100,76,69,27,8
S01013037,283,147,93,32,7,4
S01013038,434,112,172,120,23,7
S01013039,178,139,21,16,1,1
S01013040,324,116,93,86,20,9
S01013041,257,80,82,70,20,5
S01013042,318,154,83,61,12,8
S01013043,278,77,98,71,23,9
S01013044,323,129,91,84,16,3
S01013045,277,145,68,42,16,6
S01013046,214,78,66,51,14,5
S01013047,350,199,109,35,4,3
S01013048,401,117,139,115,17,13
S01013049,354,182,106,49,15,2
S01013050,351,103,90,127,28,3
S01013051,422,113,150,131,20,8
S01013052,391,99,158,88,39,7
S01013053,337,44,106,136,36,15
S01013054,305,131,98,57,13,6
S01013055,336,94,132,86,17,7
S01013056,431,138,160,97,29,7
S01013057,369,93,109,131,27,9
S01013058,213,145,48,14,3,3
S01013059,406,227,90,73,16,0
S01013060,227,142,38,44,3,0
S01013061,362,303,44,12,2,1
S01013062,403,235,121,37,9,1
S01013063,371,248,58,53,9,3
S01013064,386,136,122,103,19,6
S01013065,415,97,157,116,33,12
S01013066,347,135,90,85,21,16
S01013067,396,31,80,175,85,25
S01013068,406,48,90,181,65,22
S01013069,350,51,66,147,67,19
S01013070,301,37,76,109,67,12
S01013071,359,29,100,150,52,28
S01013072,227,51,86,66,17,7
S01013073,352,59,135,120,29,9
S01013074,302,53,109,91,28,21
S01013075,481,68,137,200,42,34
S01013076,172,97,31,35,7,2
S01013077,297,94,89,76,31,7
S01013078,252,71,84,73,18,6
S01013079,376,258,56,49,10,3
S01013080,374,182,86,87,15,4
S01013081,280,208,40,23,5,4
S01013082,395,245,111,31,6,2
S01013083,187,137,32,14,1,3
S01013084,307,252,37,16,1,1
S01013085,259,85,66,64,33,11
S01013086,448,184,118,104,33,9
S01013087,327,232,59,29,7,0
S01013088,388,325,49,11,2,1
S01013089,359,132,113,94,16,4
S01013090,349,112,105,97,27,8
S01013091,254,21,61,120,42,10
S01013092,440,114,168,126,27,5
S01013093,223,165,41,14,3,0
S01013094,230,198,25,5,2,0
S01013095,282,266,10,5,1,0
S01013096,213,69,66,63,11,4
S01013097,248,163,60,23,1,1
S01013098,189,177,4,6,1,1
S01013099,439,174,149,84,26,6
S01013100,265,219,32,13,1,0
S01013101,502,133,161,162,41,5
S01013102,291,167,47,71,6,0
S01013103,289,249,23,12,3,2
S01013104,404,291,68,38,5,2
S01013105,387,255,78,47,6,1
S01013106,350,165,88,67,26,4
S01013107,275,231,33,9,2,0
S01013108,255,144,45,56,9,1
S01013109,412,283,79,37,11,2
S01013110,245,162,49,25,8,1
S01013111,192,131,33,24,4,0
S01013112,265,120,64,70,9,2
S01013113,372,148,108,89,21,6
S01013114,337,196,71,55,7,8
S01013115,320,88,96,97,34,5
S01013116,331,258,44,25,3,1
S01013117,271,96,80,69,22,4
S01013118,195,150,27,11,6,1
S01013119,337,213,64,46,12,2
S01013120,440,241,102,85,10,2
S01013121,146,67,37,29,12,1
S01013122,333,27,136,126,34,10
S01013123,414,45,132,191,38,8
S01013124,334,51,147,113,19,4
S01013125,374,93,125,129,17,10
S01013126,342,51,124,120,35,12
S01013127,378,82,121,123,41,11
S01013128,455,28,87,247,78,15
S01013129,533,101,169,194,52,17
S01013130,340,43,125,125,35,12
S01013131,316,38,97,142,23,16
S01013132,318,26,75,162,39,16
S01013133,441,37,186,172,37,9
S01013134,376,149,93,104,24,6
S01013135,391,45,119,167,45,15
S01013136,395,157,109,94,24,11
S01013137,307,127,81,73,21,5
S01013138,342,49,117,139,30,7
