,All households,+2 or more,1,0	,-1,-2 or less
S01009851,470,50,219,157,31,13
S01009852,257,97,86,54,16,4
S01009853,413,77,173,111,43,9
S01009854,398,48,126,161,48,15
S01009855,250,92,88,50,16,4
S01009856,308,128,80,49,42,9
S01009857,374,129,118,85,32,10
S01009858,337,89,142,71,26,9
S01009859,580,76,123,255,96,30
S01009860,503,66,145,195,60,37
S01009861,524,63,126,220,76,39
S01009862,607,33,127,266,135,46
S01009863,461,24,84,227,93,33
S01009864,317,24,123,126,32,12
S01009865,245,31,78,85,32,19
S01009866,455,58,151,157,74,15
S01009867,595,81,195,243,68,8
S01009868,308,26,115,119,30,18
S01009869,269,21,76,113,47,12
S01009870,274,20,85,101,56,12
S01009871,587,62,133,280,77,35
S01009872,365,24,92,173,53,23
S01009873,445,125,102,118,70,30
S01009874,497,158,149,143,38,9
S01009875,307,37,61,119,68,22
S01009876,322,53,65,99,73,32
S01009877,360,181,99,52,16,12
S01009878,252,47,71,83,31,20
S01009879,332,242,48,28,12,2
S01009880,258,116,62,46,24,10
S01009881,179,36,50,42,30,21
S01009882,613,31,142,239,163,38
S01009883,280,23,98,76,46,37
S01009884,316,28,104,102,43,39
S01009885,251,79,62,57,33,20
S01009886,277,60,70,72,39,36
S01009887,490,26,71,224,120,49
S01009888,280,21,71,96,52,40
S01009889,370,35,59,193,58,25
S01009890,278,11,36,125,88,18
S01009891,430,26,107,192,89,16
S01009892,468,32,74,210,120,32
S01009893,420,19,81,212,80,28
S01009894,476,19,177,180,83,17
S01009895,408,19,96,177,88,28
S01009896,470,32,116,198,96,28
S01009897,497,73,144,182,79,19
S01009898,259,20,96,84,35,24
S01009899,464,23,151,204,71,15
S01009900,499,23,177,237,52,10
S01009901,456,62,187,166,28,13
S01009902,495,81,207,143,53,11
S01009903,272,111,58,61,20,22
S01009904,456,42,127,246,34,7
S01009905,372,31,116,145,51,29
S01009906,331,29,75,152,44,31
S01009907,592,10,40,282,216,44
S01009908,492,114,136,178,55,9
S01009909,471,61,117,182,90,21
S01009910,278,44,85,106,38,5
S01009911,415,168,119,79,19,30
S01009912,365,218,75,49,18,5
S01009913,232,145,39,33,9,6
S01009914,408,241,110,36,15,6
S01009915,402,259,97,27,13,6
S01009916,315,191,68,24,15,17
S01009917,331,131,101,75,15,9
S01009918,277,180,55,31,11,0
S01009919,587,61,204,218,88,16
S01009920,519,20,177,274,43,5
S01009921,398,28,115,188,64,3
S01009922,619,36,224,286,57,16
S01009923,566,57,112,234,137,26
S01009924,581,42,149,278,96,16
S01009925,408,17,88,217,79,7
S01009926,375,64,128,128,42,13
S01009927,278,61,75,89,32,21
S01009928,429,136,148,118,22,5
S01009929,234,95,60,58,19,2
S01009930,460,39,148,197,59,17
S01009931,463,35,153,236,33,6
S01009932,374,35,145,162,30,2
S01009933,534,43,195,191,81,24
S01009934,436,136,120,127,40,13
S01009935,386,29,83,177,80,17
S01009936,397,32,89,180,74,22
S01009937,266,23,66,94,61,22
S01009938,570,70,181,239,57,23
S01009939,521,24,151,186,106,54
S01009940,438,29,161,141,77,30
S01009941,320,130,96,66,17,11
S01009942,486,80,162,135,87,22
S01009943,424,39,161,144,59,21
S01009944,344,94,119,82,43,6
S01009945,500,81,195,159,52,13
S01009946,348,122,115,76,23,12
S01009947,266,84,93,54,29,6
S01009948,431,64,141,152,60,14
S01009949,368,100,123,93,38,14
S01009950,256,209,29,11,5,2
S01009951,259,222,16,8,8,5
S01009952,311,179,62,55,13,2
S01009953,358,183,106,48,15,6
S01009954,214,131,44,32,6,1
S01009955,447,149,128,114,48,8
S01009956,324,116,113,64,28,3
S01009957,294,207,63,16,6,2
S01009958,371,241,84,35,7,4
S01009959,288,184,65,29,9,1
S01009960,395,194,80,93,25,3
S01009961,293,135,98,43,13,4
S01009962,599,60,185,229,114,11
S01009963,301,177,87,30,6,1
S01009964,344,160,90,60,20,14
S01009965,298,144,77,47,22,8
S01009966,292,110,88,66,20,8
S01009967,383,177,124,46,31,5
S01009968,232,99,70,37,21,5
S01009969,364,237,51,49,25,2
S01009970,476,58,169,181,57,11
S01009971,488,97,186,146,43,16
S01009972,364,154,92,70,35,13
S01009973,283,58,112,92,14,7
S01009974,294,31,93,122,33,15
S01009975,398,52,115,168,42,21
S01009976,255,20,89,103,37,6
S01009977,555,41,154,217,106,37
S01009978,444,51,133,188,51,21
S01009979,258,23,104,83,36,12
S01009980,250,31,99,81,25,14
S01009981,303,36,108,107,39,13
S01009982,428,79,153,134,46,16
S01009983,289,15,92,121,36,25
S01009984,350,38,116,133,41,22
S01009985,270,40,85,101,32,12
S01009986,280,25,111,106,33,5
S01009987,472,47,185,156,68,16
S01009988,270,17,126,99,17,11
S01009989,354,116,128,78,26,6
S01009990,302,79,129,66,22,6
S01009991,333,92,117,81,32,11
S01009992,330,60,127,93,35,15
S01009993,349,108,125,84,25,7
S01009994,302,94,104,71,26,7
S01009995,269,68,106,63,21,11
S01009996,310,72,112,93,19,14
S01009997,251,87,91,46,23,4
S01009998,246,168,49,20,7,2
S01009999,285,153,75,35,15,7
S01010000,269,88,97,63,14,7
S01010001,332,109,123,79,18,3
S01010002,336,98,130,66,37,5
S01010003,279,127,86,48,13,5
S01010004,273,199,40,26,7,1
S01010005,488,61,85,221,111,10
S01010006,586,43,174,253,105,11
S01010007,429,185,100,96,35,13
S01010008,410,20,156,166,63,5
S01010009,416,9,53,201,139,14
S01010010,451,230,66,104,50,1
S01010011,544,38,176,245,66,19
S01010012,348,187,88,49,16,8
S01010013,457,83,77,220,64,13
S01010014,523,93,183,151,76,20
S01010015,392,53,108,176,38,17
S01010016,325,105,93,92,23,12
S01010017,339,73,104,109,38,15
S01010018,525,64,239,141,69,12
S01010019,409,41,180,121,55,12
S01010020,346,99,140,73,27,7
S01010021,400,38,139,122,69,32
S01010022,468,42,160,177,67,22
S01010023,387,20,120,166,47,34
S01010024,402,25,122,188,47,20
S01010025,316,25,92,138,39,22
S01010026,492,38,138,221,76,19
S01010027,483,62,155,164,78,24
S01010028,381,11,85,200,65,20
S01010029,398,51,128,153,52,14
S01010030,429,52,193,126,49,9
S01010031,423,65,111,169,68,10
S01010032,298,21,91,127,47,12
S01010033,503,17,129,197,129,31
S01010034,498,43,147,215,62,31
S01010035,401,27,97,172,69,36
S01010036,423,32,131,186,53,21
S01010037,376,41,100,169,50,16
S01010038,568,48,145,188,151,36
S01010039,593,18,76,248,232,19
S01010040,415,38,130,175,46,26
S01010041,451,23,104,212,89,23
S01010042,621,28,178,265,112,38
S01010043,451,22,85,221,90,33
S01010044,649,42,228,269,85,25
S01010045,258,39,64,101,39,15
S01010046,431,44,165,156,57,9
S01010047,471,46,146,187,59,33
S01010048,551,43,150,223,100,35
S01010049,395,26,79,188,72,30
S01010050,540,34,154,236,73,43
S01010051,431,31,96,206,62,36
S01010052,372,33,85,154,68,32
S01010053,384,68,69,138,82,27
S01010054,248,34,94,80,28,12
S01010055,457,38,122,196,78,23
S01010056,214,14,64,87,33,16
S01010057,216,13,68,98,28,9
S01010058,355,28,89,146,68,24
S01010059,371,30,76,175,73,17
S01010060,493,66,98,206,93,30
S01010061,253,43,100,83,23,4
S01010062,344,57,105,107,58,17
S01010063,546,33,134,246,96,37
S01010064,264,32,116,82,23,11
S01010065,413,86,133,111,66,17
S01010066,342,43,110,111,57,21
S01010067,297,21,79,134,47,16
S01010068,338,42,77,137,61,21
S01010069,340,94,124,100,20,2
S01010070,238,80,78,63,12,5
S01010071,367,124,123,86,27,7
S01010072,370,70,133,89,57,21
S01010073,349,125,131,68,16,9
S01010074,306,116,88,66,28,8
S01010075,303,60,131,80,27,5
S01010076,276,57,93,88,27,11
S01010077,302,58,97,94,36,17
S01010078,229,130,41,37,17,4
S01010079,349,235,65,41,7,1
S01010080,284,127,99,49,8,1
S01010081,300,186,68,27,16,3
S01010082,407,155,144,83,19,6
S01010083,348,50,124,124,36,14
S01010084,442,58,165,166,41,12
S01010085,311,156,88,52,9,6
S01010086,414,65,169,122,43,15
S01010087,247,144,55,38,9,1
S01010088,295,196,53,33,12,1
S01010089,365,56,97,144,49,19
S01010090,435,133,121,133,38,10
S01010091,343,123,94,93,24,9
S01010092,446,73,179,133,48,13
S01010093,386,99,128,109,39,11
S01010094,291,115,88,61,20,7
S01010095,279,106,94,56,17,6
S01010096,292,94,110,60,22,6
S01010097,286,137,63,61,19,6
S01010098,277,147,76,38,12,4
S01010099,285,129,87,51,12,6
S01010100,382,179,117,61,17,8
S01010101,299,136,81,66,13,3
S01010102,324,153,87,67,13,4
S01010103,355,125,119,81,25,5
S01010104,267,119,77,56,8,7
S01010105,165,17,60,56,26,6
S01010106,219,12,86,72,41,8
S01010107,404,34,128,149,61,32
S01010108,374,28,123,139,55,29
S01010109,326,67,105,97,40,17
S01010110,431,15,201,143,57,15
S01010111,446,56,121,161,65,43
S01010112,419,35,118,177,66,23
S01010113,244,31,84,84,35,10
S01010114,366,30,114,152,57,13
S01010115,230,55,85,66,15,9
S01010116,397,92,155,104,34,12
S01010117,261,116,63,55,22,5
S01010118,277,25,90,102,40,20
S01010119,209,19,58,99,25,8
S01010120,444,63,120,180,56,25
S01010121,321,29,117,112,45,18
S01010122,198,18,66,70,35,9
S01010123,299,33,104,119,36,7
S01010124,293,28,129,98,35,3
S01010125,242,25,80,98,28,11
S01010126,312,76,113,95,24,4
S01010127,296,51,83,105,38,19
S01010128,214,25,67,81,29,12
S01010129,350,36,119,125,47,23
S01010130,206,30,65,83,23,5
S01010131,376,170,123,61,19,3
S01010132,497,84,138,184,72,19
S01010133,380,58,86,171,43,22
S01010134,551,77,162,234,55,23
S01010135,365,90,120,104,39,12
S01010136,367,122,104,83,49,9
S01010137,583,19,228,242,71,23
S01010138,660,50,104,407,63,36
S01010139,552,46,194,218,66,28
S01010140,384,57,95,171,47,14
S01010141,447,25,118,215,68,21
S01010142,288,46,69,128,31,14
S01010143,391,18,192,131,35,15
S01010144,372,36,90,156,71,19
S01010145,397,61,89,179,52,16
S01010146,406,32,82,205,65,22
S01010147,494,34,120,247,66,27
S01010148,356,32,103,144,54,23
S01010149,231,61,86,55,22,7
S01010150,325,27,161,92,35,10
S01010151,329,49,145,87,37,11
S01010152,425,45,201,118,52,9
S01010153,491,82,190,129,74,16
S01010154,432,69,204,109,37,13
S01010155,362,60,153,104,38,7
S01010156,281,49,102,74,41,15
S01010157,267,76,112,55,20,4
S01010158,461,66,217,109,57,12
S01010159,353,100,109,107,25,12
S01010160,308,17,92,116,58,25
S01010161,259,50,84,84,29,12
S01010162,360,25,116,147,56,16
S01010163,239,65,70,70,23,11
S01010164,282,93,85,64,28,12
S01010165,275,50,96,91,32,6
S01010166,347,69,111,111,40,16
S01010167,472,26,150,212,60,24
S01010168,236,35,98,72,21,10
S01010169,367,30,113,132,74,18
S01010170,271,33,97,102,28,11
S01010171,489,55,147,200,54,33
S01010172,481,15,243,146,58,19
S01010173,331,117,98,79,32,5
S01010174,250,83,59,59,43,6
S01010175,216,52,79,60,21,4
S01010176,369,74,173,77,33,12
S01010177,315,39,121,100,41,14
S01010178,391,63,101,164,42,21
S01010179,387,53,142,111,55,26
S01010180,215,63,72,52,22,6
S01010181,272,61,83,83,28,17
S01010182,307,90,89,101,19,8
S01010183,232,36,101,67,22,6
S01010184,286,39,99,90,40,18
S01010185,282,56,66,99,44,17
S01010186,246,96,71,54,21,4
S01010187,294,57,79,120,26,12
S01010188,304,107,119,46,24,8
S01010189,336,210,74,36,8,8
S01010190,253,205,26,15,4,3
S01010191,266,140,68,35,17,6
S01010192,294,152,78,40,17,7
S01010193,329,101,105,81,39,3
S01010194,268,114,79,42,22,11
S01010195,212,84,65,46,11,6
S01010196,274,100,77,63,28,6
S01010197,260,78,84,60,30,8
S01010198,394,142,110,95,35,12
S01010199,232,59,73,77,21,2
S01010200,305,96,85,83,28,13
S01010201,253,87,85,57,19,5
S01010202,365,16,131,134,59,25
S01010203,260,60,100,70,24,6
S01010204,381,22,152,127,59,21
S01010205,355,53,136,99,50,17
S01010206,255,20,53,80,59,43
S01010207,285,41,69,79,58,38
S01010208,565,21,235,202,76,31
S01010209,468,52,184,176,37,19
S01010210,416,107,144,119,36,10
S01010211,452,48,172,155,59,18
S01010212,559,31,161,254,86,27
S01010213,476,58,241,121,42,14
S01010214,396,147,129,78,34,8
S01010215,492,38,190,175,66,23
S01010216,361,24,100,183,39,15
S01010217,406,58,106,126,78,38
S01010218,587,43,182,263,76,23
S01010219,274,26,54,118,47,29
S01010220,279,11,132,113,21,2
S01010221,260,20,65,102,56,17
S01010222,285,27,74,131,43,10
S01010223,337,24,103,162,38,10
S01010224,469,38,144,193,65,29
S01010225,431,36,137,177,52,29
S01010226,394,19,72,173,73,57
S01010227,294,11,51,127,73,32
S01010228,384,16,82,188,60,38
S01010229,508,50,140,230,57,31
S01010230,577,28,138,246,109,56
S01010231,514,33,100,236,112,33
S01010232,485,44,123,201,79,38
S01010233,476,47,119,176,90,44
S01010234,562,38,183,216,105,20
S01010235,446,19,90,203,123,11
S01010236,378,56,132,141,41,8
S01010237,353,54,140,123,25,11
S01010238,455,44,178,166,46,21
S01010239,424,40,130,151,72,31
S01010240,398,21,135,171,49,22
S01010241,623,44,148,340,70,21
S01010242,455,14,73,232,104,32
S01010243,610,32,78,296,158,46
S01010244,440,14,94,203,101,28
S01010245,509,45,139,235,66,24
S01010246,433,27,126,168,93,19
S01010247,356,31,143,133,34,15
S01010248,456,37,162,202,47,8
S01010249,403,25,163,165,35,15
S01010250,390,45,149,143,39,14
S01010251,317,26,89,116,74,12
S01010252,297,50,82,116,34,15
S01010253,364,53,54,191,49,17
S01010254,581,40,136,272,103,30
S01010255,353,43,70,169,45,26
S01010256,516,29,79,277,115,16
S01010257,497,12,50,181,158,96
S01010258,424,10,69,150,137,58
S01010259,468,32,104,248,63,21
S01010260,685,33,108,328,183,33
S01010261,526,61,79,273,83,30
S01010262,535,60,114,233,92,36
S01010263,422,19,68,171,127,37
S01010264,557,25,80,270,156,26
S01010265,573,33,79,215,209,37
S01010266,237,38,46,94,47,12
S01010267,318,28,37,79,112,62
S01010268,417,36,93,179,84,25
S01010269,320,14,60,151,68,27
S01010270,817,30,173,448,137,29
S01010271,327,24,76,131,80,16
S01010272,703,35,79,362,176,51
S01010273,409,11,46,178,151,23
S01010274,342,31,97,140,62,12
S01010275,357,18,49,108,157,25
S01010276,625,59,153,272,113,28
S01010277,305,23,98,128,47,9
S01010278,330,19,83,160,50,18
S01010279,312,22,67,130,77,16
S01010280,426,31,114,179,76,26
S01010281,466,15,116,191,119,25
S01010282,645,11,99,333,183,19
S01010283,296,24,137,100,33,2
S01010284,638,29,120,354,116,19
S01010285,420,25,107,174,93,21
S01010286,365,34,117,156,46,12
S01010287,387,74,97,121,76,19
S01010288,349,69,69,106,76,29
S01010289,380,95,107,119,50,9
S01010290,278,29,69,115,53,12
S01010291,481,49,101,192,110,29
S01010292,409,43,158,116,72,20
S01010293,373,17,61,184,84,27
S01010294,275,33,87,91,50,14
S01010295,427,46,104,185,80,12
S01010296,291,29,79,108,54,21
S01010297,676,46,153,335,104,38
S01010298,515,41,94,278,75,27
S01010299,292,31,73,131,50,7
S01010300,478,22,86,260,88,22
S01010301,283,22,96,124,30,11
S01010302,388,26,74,161,103,24
S01010303,250,15,54,106,56,19
S01010304,332,20,68,158,77,9
S01010305,478,43,88,260,76,11
S01010306,449,34,103,206,68,38
S01010307,428,43,126,191,56,12
S01010308,480,75,149,199,45,12
S01010309,264,6,72,131,41,14
S01010310,381,28,92,161,69,31
S01010311,351,21,121,134,51,24
S01010312,425,32,136,170,63,24
S01010313,356,45,104,149,46,12
S01010314,550,34,149,244,99,24
S01010315,409,80,129,121,58,21
S01010316,304,17,46,178,41,22
S01010317,394,22,128,194,39,11
S01010318,304,7,52,139,85,21
S01010319,407,34,97,213,49,14
S01010320,437,14,121,158,130,14
S01010321,432,15,93,198,112,14
S01010322,549,85,197,174,71,22
S01010323,377,14,67,197,73,26
S01010324,403,73,180,86,43,21
S01010325,501,51,242,135,50,23
S01010326,494,47,142,194,69,42
S01010327,362,61,107,146,34,14
S01010328,445,103,131,140,58,13
S01010329,290,38,136,82,26,8
S01010330,299,41,111,89,47,11
S01010331,520,54,207,189,54,16
S01010332,279,101,79,66,24,9
S01010333,487,82,152,190,51,12
S01010334,433,43,183,149,41,17
S01010335,345,106,88,109,29,13
S01010336,379,22,129,174,37,17
S01010337,278,44,111,87,26,10
S01010338,356,29,138,120,55,14
S01010339,284,110,82,63,19,10
S01010340,349,64,125,97,43,20
S01010341,253,89,76,64,17,7
S01010342,302,38,79,131,38,16
S01010343,365,92,110,115,38,10
S01010344,419,46,143,157,53,20
S01010345,160,126,19,11,3,1
S01010346,410,161,124,97,22,6
S01010347,466,59,148,187,58,14
S01010348,483,127,173,136,40,7
S01010349,443,130,118,123,60,12
S01010350,475,48,182,169,55,21
S01010351,398,89,110,138,45,16
S01010352,276,23,123,67,55,8
S01010353,562,26,154,266,79,37
S01010354,375,54,119,133,51,18
S01010355,402,56,122,156,43,25
S01010356,308,45,106,106,41,10
S01010357,340,52,66,151,59,12
S01010358,507,44,130,211,81,41
S01010359,456,19,177,180,54,26
S01010360,285,28,93,108,44,12
S01010361,402,19,87,198,63,35
S01010362,611,36,61,316,133,65
S01010363,394,143,137,65,40,9
S01010364,337,236,61,28,8,4
S01010365,449,218,121,77,30,3
S01010366,502,163,137,167,27,8
S01010367,507,224,186,82,10,5
S01010368,355,159,118,57,18,3
S01010369,433,56,109,211,47,10
S01010370,335,139,92,69,27,8
S01010371,461,131,110,128,60,32
S01010372,226,95,61,58,5,7
S01010373,408,50,149,171,31,7
S01010374,469,147,132,104,68,18
S01010375,219,29,52,72,57,9
S01010376,367,34,82,170,65,16
S01010377,375,56,67,128,69,55
S01010378,272,42,53,102,70,5
S01010379,446,74,130,161,69,12
S01010380,521,81,160,216,55,9
S01010381,372,13,72,144,124,19
S01010382,483,22,130,256,63,12
S01010383,393,16,60,185,105,27
S01010384,454,44,120,219,59,12
S01010385,498,22,99,275,86,16
S01010386,528,25,86,258,142,17
S01010387,587,35,191,260,87,14
S01010388,584,42,112,314,94,22
S01010389,668,44,88,278,204,54
S01010390,716,24,81,389,209,13
S01010391,541,13,98,314,109,7
S01010392,416,71,115,161,60,9
S01010393,634,49,105,305,164,11
S01010394,516,36,155,207,89,29
S01010395,637,55,145,247,173,17
S01010396,585,39,172,266,93,15
S01010397,294,51,76,114,35,18
S01010398,583,90,217,227,41,8
S01010399,615,112,190,268,37,8
S01010400,530,202,160,114,42,12
S01010401,400,83,86,169,44,18
S01010402,513,204,139,137,26,7
S01010403,509,232,162,83,22,10
S01010404,406,131,102,115,42,16
S01010405,408,136,114,104,43,11
S01010406,435,99,103,122,74,37
S01010407,418,80,105,148,77,8
S01010408,272,77,95,46,38,16
S01010409,245,172,43,23,5,2
S01010410,248,142,35,56,14,1
S01010411,365,280,52,21,8,4
S01010412,424,112,151,105,39,17
S01010413,340,206,89,32,11,2
S01010414,497,206,134,88,55,14
S01010415,555,116,162,208,59,10
S01010416,322,113,99,83,20,7
S01010417,286,89,95,91,9,2
S01010418,561,148,185,179,37,12
S01010419,500,160,150,155,24,11
S01010420,290,143,56,75,13,3
S01010421,346,198,77,57,12,2
S01010422,483,236,80,116,41,10
S01010423,490,49,113,209,89,30
S01010424,471,47,115,220,62,27
S01010425,621,42,100,348,108,23
S01010426,406,66,66,190,69,15
S01010427,499,84,152,143,81,39
S01010428,319,135,101,63,18,2
S01010429,388,247,98,30,11,2
S01010430,451,31,211,132,57,20
S01010431,258,177,52,18,7,4
S01010432,464,33,139,214,64,14
S01010433,338,19,79,121,90,29
S01010434,331,21,154,103,33,20
S01010435,291,92,90,80,22,7
S01010436,433,36,122,185,65,25
S01010437,269,51,95,58,50,15
S01010438,370,51,110,132,52,25
S01010439,512,28,187,207,75,15
S01010440,322,84,87,106,35,10
S01010441,488,47,144,218,66,13
S01010442,383,26,77,197,67,16
S01010443,228,47,96,48,30,7
S01010444,289,72,107,71,25,14
S01010445,307,82,104,81,30,10
S01010446,329,119,98,80,22,10
S01010447,521,68,169,185,64,35
S01010448,360,107,141,79,28,5
S01010449,370,43,162,123,35,7
S01010450,407,64,184,91,54,14
S01010451,438,68,147,162,40,21
S01010452,408,71,187,106,33,11
S01010453,372,43,114,147,50,18
S01010454,383,64,183,100,25,11
S01010455,604,44,280,207,59,14
S01010456,313,44,140,74,47,8
S01010457,340,48,131,102,47,12
S01010458,411,47,185,131,39,9
S01010459,258,54,108,71,19,6
S01010460,346,140,146,47,9,4
S01010461,386,51,169,104,45,17
S01010462,437,23,125,143,90,56
S01010463,376,130,106,70,56,14
S01010464,248,52,119,53,20,4
S01010465,451,112,193,103,37,6
S01010466,458,113,134,152,52,7
S01010467,476,182,155,110,23,6
S01010468,417,195,120,80,19,3
S01010469,405,20,112,140,115,18
S01010470,364,61,172,93,29,9
S01010471,316,84,126,73,29,4
S01010472,290,50,87,118,31,4
S01010473,435,56,128,170,69,12
S01010474,431,72,174,138,35,12
S01010475,384,48,117,180,35,4
S01010476,523,152,172,150,40,9
S01010477,354,52,184,79,33,6
S01010478,628,29,164,323,91,21
S01010479,512,97,210,149,43,13
S01010480,285,58,128,78,17,4
S01010481,267,45,76,90,43,13
S01010482,354,98,123,97,27,9
S01010483,526,83,239,135,56,13
S01010484,246,57,101,60,19,9
S01010485,396,164,105,84,26,17
S01010486,371,226,75,49,13,8
S01010487,432,98,173,118,31,12
S01010488,338,43,111,130,42,12
S01010489,450,94,147,130,57,22
S01010490,308,44,91,129,34,10
S01010491,417,35,120,186,64,12
S01010492,255,26,47,116,50,16
S01010493,308,28,105,121,42,12
S01010494,252,29,76,91,41,15
S01010495,418,42,133,166,61,16
S01010496,388,37,101,159,67,24
S01010497,285,39,70,121,38,17
S01010498,357,33,101,159,44,20
S01010499,451,18,115,228,59,31
S01010500,398,93,98,128,56,23
S01010501,430,67,139,154,48,22
S01010502,331,55,100,130,37,9
S01010503,321,43,128,106,30,14
S01010504,247,165,43,28,10,1
S01010505,244,125,78,28,9,4
S01010506,380,222,81,51,19,7
S01010507,345,136,106,75,22,6
S01010508,449,243,118,74,9,5
S01010509,393,250,83,43,13,4
S01010510,340,186,80,57,12,5
S01010511,369,121,98,114,28,8
S01010512,281,109,83,76,7,6
S01010513,300,195,64,33,6,2
S01010514,287,124,91,55,14,3
S01010515,350,132,112,83,16,7
S01010516,270,146,52,56,12,4
S01010517,362,145,105,76,25,11
S01010518,293,155,65,48,20,5
S01010519,282,120,66,71,16,9
S01010520,410,172,127,87,17,7
S01010521,339,118,122,70,20,9
S01010522,283,58,81,109,25,10
S01010523,258,83,89,66,16,4
S01010524,234,170,37,16,9,2
S01010525,259,187,44,20,6,2
S01010526,364,143,119,82,15,5
S01010527,455,176,164,93,15,7
S01010528,265,178,42,27,12,6
S01010529,283,183,56,34,8,2
S01010530,278,192,51,25,8,2
S01010531,496,277,108,82,27,2
S01010532,245,178,32,21,14,0
S01010533,272,141,55,64,10,2
S01010534,374,189,87,75,16,7
S01010535,305,210,58,23,11,3
S01010536,397,109,101,154,26,7
S01010537,330,123,95,89,20,3
S01010538,337,123,88,99,21,6
S01010539,496,199,139,123,19,16
S01010540,298,178,74,36,7,3
S01010541,362,218,72,59,9,4
S01010542,388,223,84,58,20,3
S01010543,255,184,43,20,6,2
S01010544,370,189,103,61,15,2
S01010545,344,170,80,68,22,4
S01010546,369,181,74,87,22,5
S01010547,313,218,52,32,9,2
S01010548,299,213,63,17,5,1
S01010549,366,227,94,42,3,0
S01010550,236,120,63,41,11,1
S01010551,267,198,39,21,8,1
S01010552,334,226,54,41,7,6
S01010553,261,200,41,17,3,0
S01010554,396,157,127,74,31,7
S01010555,450,169,126,95,53,7
S01010556,410,113,99,152,42,4
S01010557,278,110,83,65,13,7
S01010558,385,191,103,72,16,3
S01010559,351,245,42,53,8,3
S01010560,291,204,56,23,7,1
S01010561,301,222,46,29,3,1
S01010562,314,175,95,36,8,0
S01010563,211,88,52,57,12,2
S01010564,269,68,68,110,20,3
S01010565,276,135,79,48,12,2
S01010566,453,329,69,39,12,4
S01010567,379,305,39,19,12,4
S01010568,391,243,79,56,9,4
S01010569,295,205,54,29,6,1
S01010570,467,197,119,122,25,4
S01010571,398,109,142,121,15,11
S01010572,336,87,112,115,16,6
S01010573,222,70,70,69,11,2
S01010574,236,155,54,23,4,0
S01010575,284,225,39,19,1,0
S01010576,326,233,58,32,3,0
S01010577,354,132,99,89,25,9
S01010578,203,80,63,49,6,5
S01010579,325,137,116,58,10,4
S01010580,305,63,77,146,15,4
S01010581,243,86,51,87,13,6
S01010582,185,114,49,16,2,4
S01010583,440,186,167,72,11,4
S01010584,312,183,57,60,11,1
S01010585,304,180,73,43,7,1
S01010586,305,243,34,17,8,3
S01010587,293,191,59,30,12,1
S01010588,268,147,76,39,4,2
S01010589,299,66,86,121,21,5
S01010590,293,262,24,4,1,2
S01010591,303,124,99,67,11,2
S01010592,273,75,98,86,12,2
S01010593,259,179,57,15,6,2
S01010594,281,93,117,60,10,1
S01010595,310,141,91,66,10,2
S01010596,310,218,62,22,4,4
S01010597,274,115,77,65,15,2
S01010598,404,191,125,70,14,4
S01010599,248,145,74,27,1,1
S01010600,427,251,104,48,20,4
S01010601,302,201,67,29,5,0
S01010602,260,88,100,62,6,4
S01010603,369,201,105,55,4,4
S01010604,193,140,38,12,2,1
S01010605,387,268,86,24,7,2
S01010606,371,158,121,72,18,2
S01010607,346,251,61,23,8,3
S01010608,306,63,92,118,27,6
S01010609,242,59,92,73,15,3
S01010610,318,202,72,32,9,3
S01010611,496,76,147,186,48,39
S01010612,316,137,86,77,13,3
S01010613,341,148,107,63,20,3
S01010614,264,49,76,105,28,6
S01010615,383,87,137,106,40,13
S01010616,359,235,75,34,14,1
S01010617,360,215,96,44,5,0
S01010618,307,140,113,43,11,0
S01010619,318,46,95,110,47,20
S01010620,369,35,73,135,69,57
S01010621,432,181,116,98,25,12
S01010622,333,71,100,124,31,7
S01010623,278,126,59,75,16,2
S01010624,244,89,79,52,18,6
S01010625,333,256,48,22,5,2
S01010626,368,274,47,34,9,4
S01010627,401,166,82,100,40,13
S01010628,472,195,103,128,37,9
S01010629,445,229,87,95,28,6
S01010630,252,97,70,65,19,1
S01010631,326,60,135,99,27,5
S01010632,486,132,183,136,30,5
S01010633,476,109,177,133,46,11
S01010634,264,110,74,61,12,7
S01010635,351,119,91,96,32,13
S01010636,386,202,105,57,15,7
S01010637,352,44,65,167,55,21
S01010638,417,115,124,119,47,12
S01010639,555,106,182,201,47,19
S01010640,411,119,102,105,60,25
S01010641,531,54,131,253,82,11
S01010642,451,99,126,177,27,22
S01010643,287,50,90,117,23,7
S01010644,346,46,108,151,32,9
S01010645,278,68,98,86,19,7
S01010646,287,150,87,39,9,2
S01010647,306,118,95,67,15,11
S01010648,306,123,80,86,15,2
S01010649,280,129,63,70,12,6
S01010650,196,91,42,43,12,8
S01010651,295,125,70,84,15,1
S01010652,309,139,89,70,8,3
S01010653,300,101,88,90,13,8
S01010654,348,102,104,115,20,7
S01010655,380,274,57,39,8,2
S01010656,182,86,49,39,5,3
S01010657,248,204,29,13,2,0
S01010658,296,195,47,37,15,2
S01010659,276,223,32,18,3,0
S01010660,285,142,81,57,4,1
S01010661,307,114,99,77,14,3
S01010662,310,199,55,46,9,1
S01010663,381,292,52,31,6,0
S01010664,337,264,43,17,12,1
S01010665,430,298,70,42,11,9
S01010666,416,231,82,83,17,3
S01010667,288,203,48,30,5,2
S01010668,503,304,99,78,13,9
S01010669,266,174,54,28,7,3
S01010670,296,186,59,38,11,2
S01010671,329,210,73,36,7,3
S01010672,321,144,90,53,30,4
