Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01009784,Crookston South - 01,S12000049,Glasgow City,954,56,40
S01009785,Crookston South - 02,S12000049,Glasgow City,933,43,51
S01009786,Crookston South - 03,S12000049,Glasgow City,897,61,83
S01009787,Crookston South - 04,S12000049,Glasgow City,839,49,69
S01009788,Crookston North - 01,S12000049,Glasgow City,853,48,83
S01009789,Crookston North - 02,S12000049,Glasgow City,863,37,68
S01009790,Crookston North - 03,S12000049,Glasgow City,595,31,49
S01009791,Crookston North - 04,S12000049,Glasgow City,763,48,31
S01009792,Pollok South and West - 01,S12000049,Glasgow City,991,59,33
S01009793,Pollok South and West - 02,S12000049,Glasgow City,"1,823",124,86
S01009794,Pollok South and West - 03,S12000049,Glasgow City,542,25,25
S01009795,Pollok South and West - 04,S12000049,Glasgow City,810,35,31
S01009796,Pollok South and West - 05,S12000049,Glasgow City,726,32,71
S01009797,Pollok South and West - 06,S12000049,Glasgow City,794,40,47
S01009798,Pollok South and West - 07,S12000049,Glasgow City,666,27,33
S01009799,Pollok North and East - 01,S12000049,Glasgow City,693,37,68
S01009800,Pollok North and East - 02,S12000049,Glasgow City,"1,105",67,45
S01009801,Pollok North and East - 03,S12000049,Glasgow City,841,42,56
S01009802,Pollok North and East - 04,S12000049,Glasgow City,"1,022",53,89
S01009803,Pollok North and East - 05,S12000049,Glasgow City,719,31,81
S01009804,Pollok North and East - 06,S12000049,Glasgow City,509,19,26
S01009805,Pollok North and East - 07,S12000049,Glasgow City,"1,062",53,176
S01009806,Cardonald South and East - 01,S12000049,Glasgow City,887,51,177
S01009807,Cardonald South and East - 02,S12000049,Glasgow City,"1,017",54,59
S01009808,Cardonald South and East - 03,S12000049,Glasgow City,699,28,68
S01009809,Cardonald South and East - 04,S12000049,Glasgow City,647,40,30
S01009810,Cardonald North - 01,S12000049,Glasgow City,853,49,53
S01009811,Cardonald North - 02,S12000049,Glasgow City,"1,031",36,94
S01009812,Cardonald North - 03,S12000049,Glasgow City,703,37,65
S01009813,Cardonald North - 04,S12000049,Glasgow City,832,35,48
S01009814,Cardonald North - 05,S12000049,Glasgow City,787,49,72
S01009815,Cardonald West and Central - 01,S12000049,Glasgow City,620,31,45
S01009816,Cardonald West and Central - 02,S12000049,Glasgow City,691,34,40
S01009817,Cardonald West and Central - 03,S12000049,Glasgow City,652,25,76
S01009818,Cardonald West and Central - 04,S12000049,Glasgow City,887,24,165
S01009819,Cardonald West and Central - 05,S12000049,Glasgow City,637,24,95
S01009820,Cardonald West and Central - 06,S12000049,Glasgow City,901,37,83
S01009821,Cardonald West and Central - 07,S12000049,Glasgow City,669,45,62
S01009822,Penilee - 01,S12000049,Glasgow City,450,22,31
S01009823,Penilee - 02,S12000049,Glasgow City,718,47,118
S01009824,Penilee - 03,S12000049,Glasgow City,936,44,59
S01009825,Penilee - 04,S12000049,Glasgow City,"1,000",50,58
S01009826,Penilee - 05,S12000049,Glasgow City,604,43,32
S01009827,Penilee - 06,S12000049,Glasgow City,860,49,58
S01009828,Penilee - 07,S12000049,Glasgow City,650,34,69
S01009829,Hillington - 01,S12000049,Glasgow City,898,42,49
S01009830,Hillington - 02,S12000049,Glasgow City,707,39,55
S01009831,Hillington - 03,S12000049,Glasgow City,729,52,37
S01009832,Hillington - 04,S12000049,Glasgow City,959,62,80
S01009833,Drumoyne and Shieldhall - 01,S12000049,Glasgow City,487,60,6
S01009834,Drumoyne and Shieldhall - 02,S12000049,Glasgow City,729,51,25
S01009835,Drumoyne and Shieldhall - 03,S12000049,Glasgow City,583,41,15
S01009836,Drumoyne and Shieldhall - 04,S12000049,Glasgow City,940,36,61
S01009837,Drumoyne and Shieldhall - 05,S12000049,Glasgow City,610,17,65
S01009838,Drumoyne and Shieldhall - 06,S12000049,Glasgow City,906,42,52
S01009839,Drumoyne and Shieldhall - 07,S12000049,Glasgow City,972,64,29
S01009840,Drumoyne and Shieldhall - 08,S12000049,Glasgow City,881,42,94
S01009841,Govan and Linthouse - 01,S12000049,Glasgow City,886,51,45
S01009842,Govan and Linthouse - 02,S12000049,Glasgow City,740,38,10
S01009843,Govan and Linthouse - 03,S12000049,Glasgow City,793,35,31
S01009844,Govan and Linthouse - 04,S12000049,Glasgow City,"1,018",65,53
S01009845,Govan and Linthouse - 05,S12000049,Glasgow City,956,46,20
S01009846,Govan and Linthouse - 06,S12000049,Glasgow City,"1,011",50,40
S01009847,Govan and Linthouse - 07,S12000049,Glasgow City,801,61,25
S01009848,Craigton - 01,S12000049,Glasgow City,"1,037",53,56
S01009849,Craigton - 02,S12000049,Glasgow City,689,38,71
S01009850,Craigton - 03,S12000049,Glasgow City,868,33,72
S01009851,Craigton - 04,S12000049,Glasgow City,877,31,80
S01009852,Mosspark - 01,S12000049,Glasgow City,530,21,38
S01009853,Mosspark - 02,S12000049,Glasgow City,780,46,61
S01009854,Mosspark - 03,S12000049,Glasgow City,836,42,46
S01009855,Mosspark - 04,S12000049,Glasgow City,568,27,29
S01009856,Mosspark - 05,S12000049,Glasgow City,628,27,55
S01009857,Mosspark - 06,S12000049,Glasgow City,850,48,63
S01009858,Mosspark - 07,S12000049,Glasgow City,833,30,47
S01009859,Ibrox - 01,S12000049,Glasgow City,"1,306",78,64
S01009860,Ibrox - 02,S12000049,Glasgow City,999,40,85
S01009861,Ibrox - 03,S12000049,Glasgow City,"1,332",57,93
S01009862,Ibrox East and Cessnock - 01,S12000049,Glasgow City,"1,094",40,77
S01009863,Ibrox East and Cessnock - 02,S12000049,Glasgow City,787,32,25
S01009864,Ibrox East and Cessnock - 03,S12000049,Glasgow City,862,36,21
S01009865,Ibrox East and Cessnock - 04,S12000049,Glasgow City,668,28,21
S01009866,Kinning Park and Festival Park - 01,S12000049,Glasgow City,903,38,57
S01009867,Kinning Park and Festival Park - 02,S12000049,Glasgow City,"1,272",46,51
S01009868,Kinning Park and Festival Park - 03,S12000049,Glasgow City,788,26,48
S01009869,Kinning Park and Festival Park - 04,S12000049,Glasgow City,710,37,20
S01009870,Kinning Park and Festival Park - 05,S12000049,Glasgow City,774,48,22
S01009871,Kingston West and Dumbreck - 01,S12000049,Glasgow City,970,52,88
S01009872,Kingston West and Dumbreck - 02,S12000049,Glasgow City,676,31,27
S01009873,Kingston West and Dumbreck - 03,S12000049,Glasgow City,"1,101",24,92
S01009874,Kingston West and Dumbreck - 04,S12000049,Glasgow City,"1,023",49,93
S01009875,Pollokshields West - 01,S12000049,Glasgow City,764,63,27
S01009876,Pollokshields West - 02,S12000049,Glasgow City,378,18,16
S01009877,Pollokshields West - 03,S12000049,Glasgow City,956,42,82
S01009878,Pollokshields West - 04,S12000049,Glasgow City,824,53,33
S01009879,Pollokshields West - 05,S12000049,Glasgow City,894,31,76
S01009880,Pollokshields West - 06,S12000049,Glasgow City,802,58,45
S01009881,Pollokshields East - 01,S12000049,Glasgow City,872,75,9
S01009882,Pollokshields East - 02,S12000049,Glasgow City,"1,332",59,16
S01009883,Pollokshields East - 03,S12000049,Glasgow City,782,51,14
S01009884,Pollokshields East - 04,S12000049,Glasgow City,736,46,23
S01009885,Pollokshields East - 05,S12000049,Glasgow City,840,49,49
S01009886,Pollokshields East - 06,S12000049,Glasgow City,730,41,44
S01009887,Govanhill West - 01,S12000049,Glasgow City,938,94,29
S01009888,Govanhill West - 02,S12000049,Glasgow City,674,53,31
S01009889,Govanhill West - 03,S12000049,Glasgow City,831,55,42
S01009890,Govanhill West - 04,S12000049,Glasgow City,663,61,50
S01009891,Govanhill West - 05,S12000049,Glasgow City,826,44,51
S01009892,Govanhill West - 06,S12000049,Glasgow City,797,53,32
S01009893,Govanhill West - 07,S12000049,Glasgow City,973,75,29
S01009894,Govanhill East and Aikenhead - 01,S12000049,Glasgow City,969,94,39
S01009895,Govanhill East and Aikenhead - 02,S12000049,Glasgow City,839,63,33
S01009896,Govanhill East and Aikenhead - 03,S12000049,Glasgow City,"1,131",101,63
S01009897,Govanhill East and Aikenhead - 04,S12000049,Glasgow City,932,56,52
S01009898,Govanhill East and Aikenhead - 05,S12000049,Glasgow City,735,54,36
S01009899,Battlefield - 01,S12000049,Glasgow City,796,24,42
S01009900,Battlefield - 02,S12000049,Glasgow City,880,27,25
S01009901,Battlefield - 03,S12000049,Glasgow City,894,40,21
S01009902,Battlefield - 04,S12000049,Glasgow City,906,56,81
S01009903,Battlefield - 05,S12000049,Glasgow City,797,52,21
S01009904,Battlefield - 06,S12000049,Glasgow City,865,29,56
S01009905,Strathbungo - 01,S12000049,Glasgow City,769,50,22
S01009906,Strathbungo - 02,S12000049,Glasgow City,717,50,22
S01009907,Strathbungo - 03,S12000049,Glasgow City,839,55,14
S01009908,Strathbungo - 04,S12000049,Glasgow City,"1,025",39,31
S01009909,Strathbungo - 05,S12000049,Glasgow City,959,33,31
S01009910,Strathbungo - 06,S12000049,Glasgow City,587,28,10
S01009911,Strathbungo - 07,S12000049,Glasgow City,959,65,73
S01009912,Maxwell Park - 01,S12000049,Glasgow City,903,48,144
S01009913,Maxwell Park - 02,S12000049,Glasgow City,789,28,55
S01009914,Maxwell Park - 03,S12000049,Glasgow City,925,36,106
S01009915,Maxwell Park - 04,S12000049,Glasgow City,880,45,61
S01009916,Maxwell Park - 05,S12000049,Glasgow City,992,53,83
S01009917,Maxwell Park - 06,S12000049,Glasgow City,735,35,34
S01009918,Maxwell Park - 07,S12000049,Glasgow City,675,38,51
S01009919,Shawlands West - 01,S12000049,Glasgow City,"1,138",52,74
S01009920,Shawlands West - 02,S12000049,Glasgow City,947,26,29
S01009921,Shawlands West - 03,S12000049,Glasgow City,700,21,19
S01009922,Shawlands West - 04,S12000049,Glasgow City,"1,187",31,48
S01009923,Shawlands East - 01,S12000049,Glasgow City,893,19,55
S01009924,Shawlands East - 02,S12000049,Glasgow City,"1,134",38,49
S01009925,Shawlands East - 03,S12000049,Glasgow City,739,16,11
S01009926,Shawlands East - 04,S12000049,Glasgow City,764,30,39
S01009927,Langside - 01,S12000049,Glasgow City,559,31,43
S01009928,Langside - 02,S12000049,Glasgow City,"1,033",38,78
S01009929,Langside - 03,S12000049,Glasgow City,548,32,42
S01009930,Langside - 04,S12000049,Glasgow City,856,22,34
S01009931,Langside - 05,S12000049,Glasgow City,911,26,20
S01009932,Langside - 06,S12000049,Glasgow City,736,32,20
S01009933,Pollokshaws - 01,S12000049,Glasgow City,915,53,25
S01009934,Pollokshaws - 02,S12000049,Glasgow City,845,33,55
S01009935,Pollokshaws - 03,S12000049,Glasgow City,928,36,98
S01009936,Pollokshaws - 04,S12000049,Glasgow City,587,18,34
S01009937,Pollokshaws - 05,S12000049,Glasgow City,533,15,59
S01009938,Pollokshaws - 06,S12000049,Glasgow City,726,34,106
S01009939,Carnwadric West - 01,S12000049,Glasgow City,664,27,25
S01009940,Carnwadric West - 02,S12000049,Glasgow City,762,57,48
S01009941,Carnwadric West - 03,S12000049,Glasgow City,"1,002",52,31
S01009942,Carnwadric West - 04,S12000049,Glasgow City,837,46,72
S01009943,Carnwadric West - 05,S12000049,Glasgow City,847,50,54
S01009944,Carnwadric East - 01,S12000049,Glasgow City,761,45,59
S01009945,Carnwadric East - 02,S12000049,Glasgow City,843,44,55
S01009946,Carnwadric East - 03,S12000049,Glasgow City,970,40,56
S01009947,Carnwadric East - 04,S12000049,Glasgow City,585,32,45
S01009948,Newlands - 01,S12000049,Glasgow City,743,36,60
S01009949,Newlands - 02,S12000049,Glasgow City,812,31,85
S01009950,Newlands - 03,S12000049,Glasgow City,657,38,51
S01009951,Newlands - 04,S12000049,Glasgow City,650,29,54
S01009952,Newlands - 05,S12000049,Glasgow City,674,36,94
S01009953,Newlands - 06,S12000049,Glasgow City,854,57,87
S01009954,Newlands - 07,S12000049,Glasgow City,707,49,30
S01009955,Merrylee and Millbrae - 01,S12000049,Glasgow City,"1,120",53,120
S01009956,Merrylee and Millbrae - 02,S12000049,Glasgow City,737,57,43
S01009957,Merrylee and Millbrae - 03,S12000049,Glasgow City,763,42,38
S01009958,Merrylee and Millbrae - 04,S12000049,Glasgow City,918,66,55
S01009959,Muirend and Old Cathcart - 01,S12000049,Glasgow City,637,40,62
S01009960,Muirend and Old Cathcart - 02,S12000049,Glasgow City,843,44,126
S01009961,Muirend and Old Cathcart - 03,S12000049,Glasgow City,661,32,59
S01009962,Muirend and Old Cathcart - 04,S12000049,Glasgow City,937,28,64
S01009963,Muirend and Old Cathcart - 05,S12000049,Glasgow City,690,35,54
S01009964,Muirend and Old Cathcart - 06,S12000049,Glasgow City,918,54,51
S01009965,Carmunnock North - 01,S12000049,Glasgow City,796,36,67
S01009966,Carmunnock North - 02,S12000049,Glasgow City,726,33,47
S01009967,Carmunnock North - 03,S12000049,Glasgow City,726,28,85
S01009968,Carmunnock North - 04,S12000049,Glasgow City,587,39,37
S01009969,Carmunnock South - 01,S12000049,Glasgow City,914,40,109
S01009970,Carmunnock South - 02,S12000049,Glasgow City,829,47,63
S01009971,Carmunnock South - 03,S12000049,Glasgow City,"1,081",82,53
S01009972,Carmunnock South - 04,S12000049,Glasgow City,968,57,87
S01009973,Glenwood South - 01,S12000049,Glasgow City,699,27,24
S01009974,Glenwood South - 02,S12000049,Glasgow City,699,51,35
S01009975,Glenwood South - 03,S12000049,Glasgow City,788,42,53
S01009976,Glenwood South - 04,S12000049,Glasgow City,447,32,21
S01009977,Glenwood South - 05,S12000049,Glasgow City,818,33,66
S01009978,Glenwood South - 06,S12000049,Glasgow City,975,46,27
S01009979,Glenwood South - 07,S12000049,Glasgow City,616,30,99
S01009980,Glenwood North - 01,S12000049,Glasgow City,765,28,66
S01009981,Glenwood North - 02,S12000049,Glasgow City,685,38,28
S01009982,Glenwood North - 03,S12000049,Glasgow City,916,68,32
S01009983,Glenwood North - 04,S12000049,Glasgow City,624,62,21
S01009984,Glenwood North - 05,S12000049,Glasgow City,724,57,29
S01009985,Glenwood North - 06,S12000049,Glasgow City,598,39,23
S01009986,Castlemilk - 01,S12000049,Glasgow City,503,35,43
S01009987,Castlemilk - 02,S12000049,Glasgow City,842,43,79
S01009988,Castlemilk - 03,S12000049,Glasgow City,528,40,46
S01009989,Castlemilk - 04,S12000049,Glasgow City,827,41,44
S01009990,Castlemilk - 05,S12000049,Glasgow City,783,35,39
S01009991,Castlemilk - 06,S12000049,Glasgow City,740,49,23
S01009992,Castlemilk - 07,S12000049,Glasgow City,696,30,44
S01009993,Kingspark South - 01,S12000049,Glasgow City,828,57,52
S01009994,Kingspark South - 02,S12000049,Glasgow City,573,34,29
S01009995,Kingspark South - 03,S12000049,Glasgow City,562,27,25
S01009996,Kingspark South - 04,S12000049,Glasgow City,715,36,41
S01009997,Kingspark South - 05,S12000049,Glasgow City,570,29,30
S01009998,Kingspark South - 06,S12000049,Glasgow City,614,27,66
S01009999,Kingspark North - 01,S12000049,Glasgow City,652,38,59
S01010000,Kingspark North - 02,S12000049,Glasgow City,525,31,24
S01010001,Kingspark North - 03,S12000049,Glasgow City,803,58,49
S01010002,Kingspark North - 04,S12000049,Glasgow City,677,34,36
S01010003,Kingspark North - 05,S12000049,Glasgow City,649,22,56
S01010004,Kingspark North - 06,S12000049,Glasgow City,672,37,55
S01010005,Cathcart - 01,S12000049,Glasgow City,"1,014",49,29
S01010006,Cathcart - 02,S12000049,Glasgow City,"1,126",42,41
S01010007,Cathcart - 03,S12000049,Glasgow City,921,40,54
S01010008,Cathcart - 04,S12000049,Glasgow City,824,20,142
S01010009,Cathcart - 05,S12000049,Glasgow City,803,17,16
S01010010,Cathcart - 06,S12000049,Glasgow City,"1,058",59,70
S01010011,Mount Florida - 01,S12000049,Glasgow City,790,17,71
S01010012,Mount Florida - 02,S12000049,Glasgow City,841,26,72
S01010013,Mount Florida - 03,S12000049,Glasgow City,965,45,52
S01010014,Mount Florida - 04,S12000049,Glasgow City,"1,013",36,53
S01010015,Mount Florida - 05,S12000049,Glasgow City,857,29,20
S01010016,Toryglen and Oatlands - 01,S12000049,Glasgow City,714,29,66
S01010017,Toryglen and Oatlands - 02,S12000049,Glasgow City,760,36,55
S01010018,Toryglen and Oatlands - 03,S12000049,Glasgow City,"1,174",83,76
S01010019,Toryglen and Oatlands - 04,S12000049,Glasgow City,744,41,47
S01010020,Toryglen and Oatlands - 05,S12000049,Glasgow City,740,39,58
S01010021,Toryglen and Oatlands - 06,S12000049,Glasgow City,738,55,81
S01010022,Toryglen and Oatlands - 07,S12000049,Glasgow City,"2,147",141,63
S01010023,Gorbals and Hutchesontown - 01,S12000049,Glasgow City,571,22,80
S01010024,Gorbals and Hutchesontown - 02,S12000049,Glasgow City,852,40,66
S01010025,Gorbals and Hutchesontown - 03,S12000049,Glasgow City,532,32,29
S01010026,Gorbals and Hutchesontown - 04,S12000049,Glasgow City,963,68,29
S01010027,Gorbals and Hutchesontown - 05,S12000049,Glasgow City,946,42,48
S01010028,Gorbals and Hutchesontown - 06,S12000049,Glasgow City,675,46,55
S01010029,Gorbals and Hutchesontown - 07,S12000049,Glasgow City,633,47,78
S01010030,Gorbals and Hutchesontown - 08,S12000049,Glasgow City,934,42,36
S01010031,Laurieston and Tradeston - 01,S12000049,Glasgow City,898,23,13
S01010032,Laurieston and Tradeston - 02,S12000049,Glasgow City,764,19,6
S01010033,Laurieston and Tradeston - 03,S12000049,Glasgow City,"1,438",119,34
S01010034,Laurieston and Tradeston - 04,S12000049,Glasgow City,"1,591",110,94
S01010035,Laurieston and Tradeston - 05,S12000049,Glasgow City,771,15,38
S01010036,Laurieston and Tradeston - 06,S12000049,Glasgow City,"1,095",20,5
S01010037,Calton and Gallowgate - 01,S12000049,Glasgow City,668,35,60
S01010038,Calton and Gallowgate - 02,S12000049,Glasgow City,968,54,69
S01010039,Calton and Gallowgate - 03,S12000049,Glasgow City,"1,257",28,19
S01010040,Calton and Gallowgate - 04,S12000049,Glasgow City,"1,129",43,24
S01010041,Calton and Gallowgate - 05,S12000049,Glasgow City,802,17,23
S01010042,Bridgeton - 01,S12000049,Glasgow City,"1,587",75,24
S01010043,Bridgeton - 02,S12000049,Glasgow City,881,44,34
S01010044,Bridgeton - 03,S12000049,Glasgow City,"1,144",61,75
S01010045,Bridgeton - 04,S12000049,Glasgow City,614,52,39
S01010046,Dalmarnock - 01,S12000049,Glasgow City,"1,045",95,40
S01010047,Dalmarnock - 02,S12000049,Glasgow City,757,55,56
S01010048,Dalmarnock - 03,S12000049,Glasgow City,"2,262",175,57
S01010049,Parkhead West and Barrowfield - 01,S12000049,Glasgow City,896,62,33
S01010050,Parkhead West and Barrowfield - 02,S12000049,Glasgow City,"1,926",119,165
S01010051,Parkhead West and Barrowfield - 03,S12000049,Glasgow City,939,66,60
S01010052,Parkhead West and Barrowfield - 04,S12000049,Glasgow City,"1,023",76,26
S01010053,Parkhead West and Barrowfield - 05,S12000049,Glasgow City,"1,012",69,45
S01010054,Parkhead West and Barrowfield - 06,S12000049,Glasgow City,684,44,21
S01010055,Parkhead West and Barrowfield - 07,S12000049,Glasgow City,"1,227",55,100
S01010056,Parkhead East and Braidfauld North - 01,S12000049,Glasgow City,583,48,22
S01010057,Parkhead East and Braidfauld North - 02,S12000049,Glasgow City,623,45,21
S01010058,Parkhead East and Braidfauld North - 03,S12000049,Glasgow City,865,34,30
S01010059,Parkhead East and Braidfauld North - 04,S12000049,Glasgow City,631,31,30
S01010060,Parkhead East and Braidfauld North - 05,S12000049,Glasgow City,990,42,35
S01010061,Braidfauld - 01,S12000049,Glasgow City,539,27,26
S01010062,Braidfauld - 02,S12000049,Glasgow City,758,64,40
S01010063,Braidfauld - 03,S12000049,Glasgow City,"1,023",52,74
S01010064,Braidfauld - 04,S12000049,Glasgow City,473,26,32
S01010065,Braidfauld - 05,S12000049,Glasgow City,833,51,50
S01010066,Braidfauld - 06,S12000049,Glasgow City,774,44,35
S01010067,Braidfauld - 07,S12000049,Glasgow City,656,54,33
S01010068,Braidfauld - 08,S12000049,Glasgow City,"1,651",143,42
S01010069,Shettleston South - 01,S12000049,Glasgow City,865,25,55
S01010070,Shettleston South - 02,S12000049,Glasgow City,621,16,28
S01010071,Shettleston South - 03,S12000049,Glasgow City,820,38,58
S01010072,Shettleston South - 04,S12000049,Glasgow City,767,33,58
S01010073,Shettleston South - 05,S12000049,Glasgow City,739,21,82
S01010074,Carmyle and Mount Vernon South - 01,S12000049,Glasgow City,729,22,163
S01010075,Carmyle and Mount Vernon South - 02,S12000049,Glasgow City,682,37,79
S01010076,Carmyle and Mount Vernon South - 03,S12000049,Glasgow City,627,25,45
S01010077,Carmyle and Mount Vernon South - 04,S12000049,Glasgow City,567,23,45
S01010078,Mount Vernon North and Sandyhills - 01,S12000049,Glasgow City,601,22,45
S01010079,Mount Vernon North and Sandyhills - 02,S12000049,Glasgow City,824,24,89
S01010080,Mount Vernon North and Sandyhills - 03,S12000049,Glasgow City,647,24,100
S01010081,Mount Vernon North and Sandyhills - 04,S12000049,Glasgow City,633,19,109
S01010082,Mount Vernon North and Sandyhills - 05,S12000049,Glasgow City,830,33,69
S01010083,Baillieston West - 01,S12000049,Glasgow City,718,31,79
S01010084,Baillieston West - 02,S12000049,Glasgow City,751,29,75
S01010085,Baillieston West - 03,S12000049,Glasgow City,654,25,73
S01010086,Baillieston West - 04,S12000049,Glasgow City,836,39,61
S01010087,Baillieston West - 05,S12000049,Glasgow City,538,16,86
S01010088,Baillieston East - 01,S12000049,Glasgow City,"3,333",363,26
S01010089,Baillieston East - 02,S12000049,Glasgow City,663,17,56
S01010090,Baillieston East - 03,S12000049,Glasgow City,958,33,108
S01010091,Baillieston East - 04,S12000049,Glasgow City,"1,046",65,37
S01010092,Baillieston East - 05,S12000049,Glasgow City,880,32,95
S01010093,Baillieston East - 06,S12000049,Glasgow City,780,34,63
S01010094,Garrowhill West - 01,S12000049,Glasgow City,639,26,60
S01010095,Garrowhill West - 02,S12000049,Glasgow City,588,20,66
S01010096,Garrowhill West - 03,S12000049,Glasgow City,637,27,43
S01010097,Garrowhill West - 04,S12000049,Glasgow City,731,25,68
S01010098,Garrowhill West - 05,S12000049,Glasgow City,740,23,64
S01010099,Garrowhill West - 06,S12000049,Glasgow City,688,21,70
S01010100,Garrowhill East and Swinton - 01,S12000049,Glasgow City,776,30,84
S01010101,Garrowhill East and Swinton - 02,S12000049,Glasgow City,676,27,90
S01010102,Garrowhill East and Swinton - 03,S12000049,Glasgow City,765,22,26
S01010103,Garrowhill East and Swinton - 04,S12000049,Glasgow City,945,55,31
S01010104,Garrowhill East and Swinton - 05,S12000049,Glasgow City,901,46,18
S01010105,Easterhouse East - 01,S12000049,Glasgow City,384,22,8
S01010106,Easterhouse East - 02,S12000049,Glasgow City,258,12,29
S01010107,Easterhouse East - 03,S12000049,Glasgow City,802,43,41
S01010108,Easterhouse East - 04,S12000049,Glasgow City,758,29,36
S01010109,Easterhouse East - 05,S12000049,Glasgow City,"1,086",87,51
S01010110,Central Easterhouse - 01,S12000049,Glasgow City,741,56,54
S01010111,Central Easterhouse - 02,S12000049,Glasgow City,683,30,38
S01010112,Central Easterhouse - 03,S12000049,Glasgow City,880,26,27
S01010113,"Garthamlock, Auchinlea and Gartloch - 01",S12000049,Glasgow City,574,36,21
S01010114,"Garthamlock, Auchinlea and Gartloch - 02",S12000049,Glasgow City,772,45,29
S01010115,"Garthamlock, Auchinlea and Gartloch - 03",S12000049,Glasgow City,582,26,21
S01010116,"Garthamlock, Auchinlea and Gartloch - 04",S12000049,Glasgow City,"1,356",124,23
S01010117,"Garthamlock, Auchinlea and Gartloch - 05",S12000049,Glasgow City,"1,595",118,28
S01010118,North Barlanark and Easterhouse South - 01,S12000049,Glasgow City,863,54,27
S01010119,North Barlanark and Easterhouse South - 02,S12000049,Glasgow City,566,29,14
S01010120,North Barlanark and Easterhouse South - 03,S12000049,Glasgow City,"1,036",54,40
S01010121,North Barlanark and Easterhouse South - 04,S12000049,Glasgow City,607,45,28
S01010122,North Barlanark and Easterhouse South - 05,S12000049,Glasgow City,488,19,29
S01010123,Barlanark - 01,S12000049,Glasgow City,668,52,28
S01010124,Barlanark - 02,S12000049,Glasgow City,577,41,20
S01010125,Barlanark - 03,S12000049,Glasgow City,499,20,15
S01010126,Barlanark - 04,S12000049,Glasgow City,688,37,25
S01010127,Barlanark - 05,S12000049,Glasgow City,631,23,55
S01010128,Barlanark - 06,S12000049,Glasgow City,544,37,11
S01010129,Barlanark - 07,S12000049,Glasgow City,747,72,17
S01010130,Barlanark - 08,S12000049,Glasgow City,724,69,38
S01010131,Greenfield - 01,S12000049,Glasgow City,889,19,152
S01010132,Greenfield - 02,S12000049,Glasgow City,944,45,103
S01010133,Greenfield - 03,S12000049,Glasgow City,674,33,59
S01010134,Greenfield - 04,S12000049,Glasgow City,"1,010",43,92
S01010135,Greenfield - 05,S12000049,Glasgow City,729,42,77
S01010136,Greenfield - 06,S12000049,Glasgow City,807,23,61
S01010137,Shettleston North - 01,S12000049,Glasgow City,908,50,123
S01010138,Shettleston North - 02,S12000049,Glasgow City,939,30,63
S01010139,Shettleston North - 03,S12000049,Glasgow City,"1,090",50,103
S01010140,Shettleston North - 04,S12000049,Glasgow City,864,37,21
S01010141,Shettleston North - 05,S12000049,Glasgow City,"1,056",74,43
S01010142,Tollcross - 01,S12000049,Glasgow City,678,40,32
S01010143,Tollcross - 02,S12000049,Glasgow City,727,32,85
S01010144,Tollcross - 03,S12000049,Glasgow City,835,55,31
S01010145,Tollcross - 04,S12000049,Glasgow City,"1,102",62,57
S01010146,Tollcross - 05,S12000049,Glasgow City,753,34,22
S01010147,Old Shettleston and Parkhead North - 01,S12000049,Glasgow City,950,60,42
S01010148,Old Shettleston and Parkhead North - 02,S12000049,Glasgow City,"1,258",142,33
S01010149,Old Shettleston and Parkhead North - 03,S12000049,Glasgow City,"1,337",101,82
S01010150,Old Shettleston and Parkhead North - 04,S12000049,Glasgow City,782,39,63
S01010151,Old Shettleston and Parkhead North - 05,S12000049,Glasgow City,720,32,89
S01010152,Carntyne - 01,S12000049,Glasgow City,815,35,87
S01010153,Carntyne - 02,S12000049,Glasgow City,964,51,78
S01010154,Carntyne - 03,S12000049,Glasgow City,946,39,113
S01010155,Carntyne - 04,S12000049,Glasgow City,808,25,98
S01010156,"Cranhill, Lightburn and Queenslie South - 01",S12000049,Glasgow City,531,24,48
S01010157,"Cranhill, Lightburn and Queenslie South - 02",S12000049,Glasgow City,534,24,48
S01010158,"Cranhill, Lightburn and Queenslie South - 03",S12000049,Glasgow City,"1,054",42,95
S01010159,"Cranhill, Lightburn and Queenslie South - 04",S12000049,Glasgow City,715,25,97
S01010160,"Cranhill, Lightburn and Queenslie South - 05",S12000049,Glasgow City,634,42,14
S01010161,"Cranhill, Lightburn and Queenslie South - 06",S12000049,Glasgow City,623,23,22
S01010162,"Cranhill, Lightburn and Queenslie South - 07",S12000049,Glasgow City,890,74,178
S01010163,"Cranhill, Lightburn and Queenslie South - 08",S12000049,Glasgow City,647,35,32
S01010164,"Cranhill, Lightburn and Queenslie South - 09",S12000049,Glasgow City,877,35,73
S01010165,Craigend and Ruchazie - 01,S12000049,Glasgow City,680,59,40
S01010166,Craigend and Ruchazie - 02,S12000049,Glasgow City,"1,239",103,53
S01010167,Craigend and Ruchazie - 03,S12000049,Glasgow City,746,27,155
S01010168,Craigend and Ruchazie - 04,S12000049,Glasgow City,481,36,26
S01010169,Craigend and Ruchazie - 05,S12000049,Glasgow City,813,39,69
S01010170,Craigend and Ruchazie - 06,S12000049,Glasgow City,480,31,31
S01010171,Craigend and Ruchazie - 07,S12000049,Glasgow City,"1,199",90,63
S01010172,Riddrie and Hogganfield - 01,S12000049,Glasgow City,728,25,70
S01010173,Riddrie and Hogganfield - 02,S12000049,Glasgow City,739,29,69
