Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01006885,Howe of Alford - 06,S12000034,Aberdeenshire,"1,019",72,61
S01006886,Howe of Alford - 07,S12000034,Aberdeenshire,930,57,68
S01006887,Howe of Alford - 08,S12000034,Aberdeenshire,751,46,41
S01006888,Howe of Alford - 09,S12000034,Aberdeenshire,873,50,66
S01006889,Kemnay - 01,S12000034,Aberdeenshire,747,26,47
S01006890,Kemnay - 02,S12000034,Aberdeenshire,601,15,63
S01006891,Kemnay - 03,S12000034,Aberdeenshire,"1,014",52,122
S01006892,Kemnay - 04,S12000034,Aberdeenshire,575,26,40
S01006893,Kemnay - 05,S12000034,Aberdeenshire,495,28,46
S01006894,Inverurie North - 01,S12000034,Aberdeenshire,914,35,157
S01006895,Inverurie North - 02,S12000034,Aberdeenshire,547,25,44
S01006896,Inverurie North - 03,S12000034,Aberdeenshire,711,23,83
S01006897,Inverurie North - 04,S12000034,Aberdeenshire,666,27,64
S01006898,Inverurie North - 05,S12000034,Aberdeenshire,766,18,74
S01006899,Inverurie North - 06,S12000034,Aberdeenshire,582,15,45
S01006900,Inverurie North - 07,S12000034,Aberdeenshire,504,18,49
S01006901,Inverurie North - 08,S12000034,Aberdeenshire,502,26,66
S01006902,Inverurie South - 01,S12000034,Aberdeenshire,635,18,36
S01006903,Inverurie South - 02,S12000034,Aberdeenshire,797,53,60
S01006904,Inverurie South - 03,S12000034,Aberdeenshire,724,29,125
S01006905,Inverurie South - 04,S12000034,Aberdeenshire,848,12,123
S01006906,Inverurie South - 05,S12000034,Aberdeenshire,749,34,113
S01006907,Inverurie South - 06,S12000034,Aberdeenshire,684,26,57
S01006908,Inverurie South - 07,S12000034,Aberdeenshire,756,27,87
S01006909,Durno-Chapel of Garioch - 01,S12000034,Aberdeenshire,"1,311",67,60
S01006910,Durno-Chapel of Garioch - 02,S12000034,Aberdeenshire,"1,121",73,64
S01006911,Durno-Chapel of Garioch - 03,S12000034,Aberdeenshire,778,65,8
S01006912,Durno-Chapel of Garioch - 04,S12000034,Aberdeenshire,846,64,47
S01006913,Durno-Chapel of Garioch - 05,S12000034,Aberdeenshire,"2,342",290,71
S01006914,Durno-Chapel of Garioch - 06,S12000034,Aberdeenshire,707,40,44
S01006915,Durno-Chapel of Garioch - 07,S12000034,Aberdeenshire,870,40,50
S01006916,Kintore - 01,S12000034,Aberdeenshire,554,34,17
S01006917,Kintore - 02,S12000034,Aberdeenshire,"1,099",88,18
S01006918,Kintore - 03,S12000034,Aberdeenshire,515,22,48
S01006919,Kintore - 04,S12000034,Aberdeenshire,423,17,58
S01006920,Kintore - 05,S12000034,Aberdeenshire,417,20,48
S01006921,Kintore - 06,S12000034,Aberdeenshire,818,49,20
S01006922,Kintore - 07,S12000034,Aberdeenshire,726,30,41
S01006923,Kintore - 08,S12000034,Aberdeenshire,789,24,128
S01006924,Kintore - 09,S12000034,Aberdeenshire,559,22,40
S01006925,Blackburn - 01,S12000034,Aberdeenshire,436,12,53
S01006926,Blackburn - 02,S12000034,Aberdeenshire,774,45,29
S01006927,Blackburn - 03,S12000034,Aberdeenshire,"1,153",77,8
S01006928,Blackburn - 04,S12000034,Aberdeenshire,"1,091",53,55
S01006929,Westhill North and South - 01,S12000034,Aberdeenshire,819,20,29
S01006930,Westhill North and South - 02,S12000034,Aberdeenshire,858,38,77
S01006931,Westhill North and South - 03,S12000034,Aberdeenshire,401,21,23
S01006932,Westhill North and South - 04,S12000034,Aberdeenshire,"1,309",70,9
S01006933,Westhill North and South - 05,S12000034,Aberdeenshire,529,23,23
S01006934,Westhill North and South - 06,S12000034,Aberdeenshire,"1,165",101,126
S01006935,Westhill Central - 01,S12000034,Aberdeenshire,665,31,91
S01006936,Westhill Central - 02,S12000034,Aberdeenshire,550,16,73
S01006937,Westhill Central - 03,S12000034,Aberdeenshire,707,35,71
S01006938,Westhill Central - 04,S12000034,Aberdeenshire,466,20,60
S01006939,Westhill Central - 05,S12000034,Aberdeenshire,571,29,50
S01006940,Westhill Central - 06,S12000034,Aberdeenshire,847,40,85
S01006941,Garlogie and Elrick - 01,S12000034,Aberdeenshire,583,27,42
S01006942,Garlogie and Elrick - 02,S12000034,Aberdeenshire,979,38,76
S01006943,Garlogie and Elrick - 03,S12000034,Aberdeenshire,661,44,8
S01006944,Garlogie and Elrick - 04,S12000034,Aberdeenshire,"1,161",79,18
S01006945,Garlogie and Elrick - 05,S12000034,Aberdeenshire,467,20,45
S01006946,Newmachar and Fintray - 01,S12000034,Aberdeenshire,761,32,59
S01006947,Newmachar and Fintray - 02,S12000034,Aberdeenshire,810,48,19
S01006948,Newmachar and Fintray - 03,S12000034,Aberdeenshire,842,45,96
S01006949,Newmachar and Fintray - 04,S12000034,Aberdeenshire,706,33,49
S01006950,Newmachar and Fintray - 05,S12000034,Aberdeenshire,705,72,5
S01006951,Newmachar and Fintray - 06,S12000034,Aberdeenshire,440,26,35
S01006952,Balmedie and Potterton - 01,S12000034,Aberdeenshire,855,52,70
S01006953,Balmedie and Potterton - 02,S12000034,Aberdeenshire,805,54,46
S01006954,Balmedie and Potterton - 03,S12000034,Aberdeenshire,871,49,65
S01006955,Balmedie and Potterton - 04,S12000034,Aberdeenshire,584,31,51
S01006956,Balmedie and Potterton - 05,S12000034,Aberdeenshire,"1,096",53,25
S01006957,Balmedie and Potterton - 06,S12000034,Aberdeenshire,"1,122",51,76
S01006958,Ellon East - 01,S12000034,Aberdeenshire,"1,274",69,157
S01006959,Ellon East - 02,S12000034,Aberdeenshire,696,36,100
S01006960,Ellon East - 03,S12000034,Aberdeenshire,"1,015",56,19
S01006961,Ellon East - 04,S12000034,Aberdeenshire,994,73,21
S01006962,Ellon East - 05,S12000034,Aberdeenshire,786,33,107
S01006963,Ellon East - 06,S12000034,Aberdeenshire,617,26,37
S01006964,Ellon East - 07,S12000034,Aberdeenshire,654,42,41
S01006965,Ellon West - 01,S12000034,Aberdeenshire,481,14,59
S01006966,Ellon West - 02,S12000034,Aberdeenshire,522,39,38
S01006967,Ellon West - 03,S12000034,Aberdeenshire,570,26,40
S01006968,Ellon West - 04,S12000034,Aberdeenshire,451,22,52
S01006969,Ellon West - 05,S12000034,Aberdeenshire,814,21,181
S01006970,Ellon West - 06,S12000034,Aberdeenshire,642,25,56
S01006971,Ellon West - 07,S12000034,Aberdeenshire,493,15,71
S01006972,Ythanside - 01,S12000034,Aberdeenshire,756,46,36
S01006973,Ythanside - 02,S12000034,Aberdeenshire,783,56,54
S01006974,Ythanside - 03,S12000034,Aberdeenshire,977,45,72
S01006975,Ythanside - 04,S12000034,Aberdeenshire,"1,036",40,61
S01006976,Ythanside - 05,S12000034,Aberdeenshire,447,27,37
S01006977,Ythanside - 06,S12000034,Aberdeenshire,838,38,47
S01006978,Ythsie - 01,S12000034,Aberdeenshire,909,76,71
S01006979,Ythsie - 02,S12000034,Aberdeenshire,"1,009",71,92
S01006980,Ythsie - 03,S12000034,Aberdeenshire,885,36,65
S01006981,Ythsie - 04,S12000034,Aberdeenshire,757,53,45
S01006982,Ythsie - 05,S12000034,Aberdeenshire,879,43,48
S01006983,Ythsie - 06,S12000034,Aberdeenshire,706,24,48
S01006984,Ythsie - 07,S12000034,Aberdeenshire,"1,017",68,45
S01006985,Barrahill - 01,S12000034,Aberdeenshire,953,43,93
S01006986,Barrahill - 02,S12000034,Aberdeenshire,698,43,54
S01006987,Barrahill - 03,S12000034,Aberdeenshire,657,26,85
S01006988,Barrahill - 04,S12000034,Aberdeenshire,655,27,24
S01006989,Barrahill - 05,S12000034,Aberdeenshire,"1,085",48,71
S01006990,Barrahill - 06,S12000034,Aberdeenshire,"1,021",66,26
S01006991,Fyvie-Rothie - 01,S12000034,Aberdeenshire,413,18,56
S01006992,Fyvie-Rothie - 02,S12000034,Aberdeenshire,624,33,51
S01006993,Fyvie-Rothie - 03,S12000034,Aberdeenshire,582,30,35
S01006994,Fyvie-Rothie - 04,S12000034,Aberdeenshire,554,16,32
S01006995,Fyvie-Rothie - 05,S12000034,Aberdeenshire,937,56,49
S01006996,Fyvie-Rothie - 06,S12000034,Aberdeenshire,876,55,54
S01006997,"Insch, Oyne and Ythanwells - 01",S12000034,Aberdeenshire,854,55,42
S01006998,"Insch, Oyne and Ythanwells - 02",S12000034,Aberdeenshire,"1,373",77,102
S01006999,"Insch, Oyne and Ythanwells - 03",S12000034,Aberdeenshire,818,42,85
S01007000,"Insch, Oyne and Ythanwells - 04",S12000034,Aberdeenshire,992,68,118
S01007001,"Insch, Oyne and Ythanwells - 05",S12000034,Aberdeenshire,"1,012",44,151
S01007002,Clashindarroch - 01,S12000034,Aberdeenshire,742,29,97
S01007003,Clashindarroch - 02,S12000034,Aberdeenshire,558,18,35
S01007004,Clashindarroch - 03,S12000034,Aberdeenshire,756,36,32
S01007005,Clashindarroch - 04,S12000034,Aberdeenshire,942,43,77
S01007006,Clashindarroch - 05,S12000034,Aberdeenshire,826,40,87
S01007007,Clashindarroch - 06,S12000034,Aberdeenshire,775,32,63
S01007008,Huntly - 01,S12000034,Aberdeenshire,964,36,150
S01007009,Huntly - 02,S12000034,Aberdeenshire,"1,000",47,108
S01007010,Huntly - 03,S12000034,Aberdeenshire,745,24,163
S01007011,Huntly - 04,S12000034,Aberdeenshire,773,30,97
S01007012,Huntly - 05,S12000034,Aberdeenshire,625,42,77
S01007013,Auchterless and Monquhitter - 01,S12000034,Aberdeenshire,551,25,43
S01007014,Auchterless and Monquhitter - 02,S12000034,Aberdeenshire,"1,113",60,55
S01007015,Auchterless and Monquhitter - 03,S12000034,Aberdeenshire,655,28,39
S01007016,Auchterless and Monquhitter - 04,S12000034,Aberdeenshire,566,14,31
S01007017,Turriff - 01,S12000034,Aberdeenshire,888,45,115
S01007018,Turriff - 02,S12000034,Aberdeenshire,940,38,148
S01007019,Turriff - 03,S12000034,Aberdeenshire,613,17,85
S01007020,Turriff - 04,S12000034,Aberdeenshire,616,21,97
S01007021,Turriff - 05,S12000034,Aberdeenshire,818,35,92
S01007022,Turriff - 06,S12000034,Aberdeenshire,479,13,66
S01007023,"Portsoy, Fordyce and Cornhill - 01",S12000034,Aberdeenshire,470,15,41
S01007024,"Portsoy, Fordyce and Cornhill - 02",S12000034,Aberdeenshire,986,39,91
S01007025,"Portsoy, Fordyce and Cornhill - 03",S12000034,Aberdeenshire,915,60,91
S01007026,"Portsoy, Fordyce and Cornhill - 04",S12000034,Aberdeenshire,871,34,153
S01007027,Aberchirder and Whitehills - 01,S12000034,Aberdeenshire,960,28,114
S01007028,Aberchirder and Whitehills - 02,S12000034,Aberdeenshire,"1,080",80,113
S01007029,Aberchirder and Whitehills - 03,S12000034,Aberdeenshire,574,27,51
S01007030,Aberchirder and Whitehills - 04,S12000034,Aberdeenshire,738,29,89
S01007031,Aberchirder and Whitehills - 05,S12000034,Aberdeenshire,615,30,50
S01007032,Banff - 01,S12000034,Aberdeenshire,988,29,105
S01007033,Banff - 02,S12000034,Aberdeenshire,712,34,57
S01007034,Banff - 03,S12000034,Aberdeenshire,566,24,41
S01007035,Banff - 04,S12000034,Aberdeenshire,784,43,82
S01007036,Banff - 05,S12000034,Aberdeenshire,939,30,156
S01007037,Macduff - 01,S12000034,Aberdeenshire,874,39,100
S01007038,Macduff - 02,S12000034,Aberdeenshire,618,22,42
S01007039,Macduff - 03,S12000034,Aberdeenshire,"1,011",60,75
S01007040,Macduff - 04,S12000034,Aberdeenshire,577,28,55
S01007041,Macduff - 05,S12000034,Aberdeenshire,701,36,56
S01007042,Gardenstown and King Edward - 01,S12000034,Aberdeenshire,761,38,63
S01007043,Gardenstown and King Edward - 02,S12000034,Aberdeenshire,"1,017",44,102
S01007044,Gardenstown and King Edward - 03,S12000034,Aberdeenshire,568,31,91
S01007045,Gardenstown and King Edward - 04,S12000034,Aberdeenshire,844,22,71
S01007046,New Pitsligo - 01,S12000034,Aberdeenshire,539,19,44
S01007047,New Pitsligo - 02,S12000034,Aberdeenshire,613,19,61
S01007048,New Pitsligo - 03,S12000034,Aberdeenshire,857,46,83
S01007049,New Pitsligo - 04,S12000034,Aberdeenshire,926,46,81
S01007050,Deer and Mormond - 01,S12000034,Aberdeenshire,630,37,72
S01007051,Deer and Mormond - 02,S12000034,Aberdeenshire,771,38,81
S01007052,Deer and Mormond - 03,S12000034,Aberdeenshire,939,76,58
S01007053,Deer and Mormond - 04,S12000034,Aberdeenshire,552,28,44
S01007054,Deer and Mormond - 05,S12000034,Aberdeenshire,923,42,107
S01007055,Deer and Mormond - 06,S12000034,Aberdeenshire,608,34,44
S01007056,Deer and Mormond - 07,S12000034,Aberdeenshire,655,33,66
S01007057,Mintlaw - 01,S12000034,Aberdeenshire,472,12,90
S01007058,Mintlaw - 02,S12000034,Aberdeenshire,529,26,96
S01007059,Mintlaw - 03,S12000034,Aberdeenshire,992,33,114
S01007060,Mintlaw - 04,S12000034,Aberdeenshire,543,27,41
S01007061,Auchnagatt - 01,S12000034,Aberdeenshire,923,47,43
S01007062,Auchnagatt - 02,S12000034,Aberdeenshire,681,40,41
S01007063,Auchnagatt - 03,S12000034,Aberdeenshire,661,30,76
S01007064,Auchnagatt - 04,S12000034,Aberdeenshire,975,81,47
S01007065,Cruden - 01,S12000034,Aberdeenshire,525,23,50
S01007066,Cruden - 02,S12000034,Aberdeenshire,653,37,44
S01007067,Cruden - 03,S12000034,Aberdeenshire,492,18,72
S01007068,Cruden - 04,S12000034,Aberdeenshire,729,36,100
S01007069,Cruden - 05,S12000034,Aberdeenshire,771,54,53
S01007070,Cruden - 06,S12000034,Aberdeenshire,475,30,45
S01007071,Cruden - 07,S12000034,Aberdeenshire,772,35,58
S01007072,Peterhead Links - 01,S12000034,Aberdeenshire,599,22,39
S01007073,Peterhead Links - 02,S12000034,Aberdeenshire,"1,106",37,95
S01007074,Peterhead Links - 03,S12000034,Aberdeenshire,675,29,46
S01007075,Peterhead Links - 04,S12000034,Aberdeenshire,654,48,59
S01007076,Peterhead Links - 05,S12000034,Aberdeenshire,658,32,34
S01007077,Peterhead Links - 06,S12000034,Aberdeenshire,667,36,98
S01007078,Peterhead Bay - 01,S12000034,Aberdeenshire,772,34,83
S01007079,Peterhead Bay - 02,S12000034,Aberdeenshire,902,44,113
S01007080,Peterhead Bay - 03,S12000034,Aberdeenshire,715,34,78
S01007081,Peterhead Harbour - 01,S12000034,Aberdeenshire,866,36,47
S01007082,Peterhead Harbour - 02,S12000034,Aberdeenshire,462,13,29
S01007083,Peterhead Harbour - 03,S12000034,Aberdeenshire,868,44,69
S01007084,Peterhead Harbour - 04,S12000034,Aberdeenshire,622,17,153
S01007085,Peterhead Harbour - 05,S12000034,Aberdeenshire,694,35,43
S01007086,Peterhead Harbour - 06,S12000034,Aberdeenshire,"1,100",75,33
S01007087,Peterhead Harbour - 07,S12000034,Aberdeenshire,802,37,60
S01007088,Peterhead Harbour - 08,S12000034,Aberdeenshire,469,19,34
S01007089,Peterhead Ugieside - 01,S12000034,Aberdeenshire,506,18,70
S01007090,Peterhead Ugieside - 02,S12000034,Aberdeenshire,487,18,33
S01007091,Peterhead Ugieside - 03,S12000034,Aberdeenshire,832,45,16
S01007092,Peterhead Ugieside - 04,S12000034,Aberdeenshire,508,31,80
S01007093,Peterhead Ugieside - 05,S12000034,Aberdeenshire,916,30,178
S01007094,Peterhead Ugieside - 06,S12000034,Aberdeenshire,837,36,107
S01007095,Longside and Rattray - 01,S12000034,Aberdeenshire,536,19,38
S01007096,Longside and Rattray - 02,S12000034,Aberdeenshire,947,57,52
S01007097,Longside and Rattray - 03,S12000034,Aberdeenshire,"2,198",255,69
S01007098,Longside and Rattray - 04,S12000034,Aberdeenshire,"1,125",64,66
S01007099,Longside and Rattray - 05,S12000034,Aberdeenshire,886,31,45
S01007100,Longside and Rattray - 06,S12000034,Aberdeenshire,717,28,69
S01007101,Longside and Rattray - 07,S12000034,Aberdeenshire,859,39,125
S01007102,Longside and Rattray - 08,S12000034,Aberdeenshire,684,20,58
S01007103,Rosehearty and Strathbeg - 01,S12000034,Aberdeenshire,814,48,64
S01007104,Rosehearty and Strathbeg - 02,S12000034,Aberdeenshire,534,20,49
S01007105,Rosehearty and Strathbeg - 03,S12000034,Aberdeenshire,510,27,56
S01007106,Rosehearty and Strathbeg - 04,S12000034,Aberdeenshire,671,31,84
S01007107,Rosehearty and Strathbeg - 05,S12000034,Aberdeenshire,792,43,47
S01007108,Rosehearty and Strathbeg - 06,S12000034,Aberdeenshire,"1,106",116,61
S01007109,Rosehearty and Strathbeg - 07,S12000034,Aberdeenshire,822,29,75
S01007110,Rosehearty and Strathbeg - 08,S12000034,Aberdeenshire,773,40,59
S01007111,Rosehearty and Strathbeg - 09,S12000034,Aberdeenshire,461,32,52
S01007112,Fraserburgh Smiddyhill - 01,S12000034,Aberdeenshire,501,19,89
S01007113,Fraserburgh Smiddyhill - 02,S12000034,Aberdeenshire,521,22,101
S01007114,Fraserburgh Smiddyhill - 03,S12000034,Aberdeenshire,789,37,92
S01007115,Fraserburgh Smiddyhill - 04,S12000034,Aberdeenshire,678,17,124
S01007116,Fraserburgh Smiddyhill - 05,S12000034,Aberdeenshire,"1,053",48,49
S01007117,Fraserburgh Smiddyhill - 06,S12000034,Aberdeenshire,435,20,53
S01007118,Fraserburgh Lochpots - 01,S12000034,Aberdeenshire,567,31,31
S01007119,Fraserburgh Lochpots - 02,S12000034,Aberdeenshire,662,39,47
S01007120,Fraserburgh Lochpots - 03,S12000034,Aberdeenshire,966,42,70
S01007121,Fraserburgh Central-Academy - 01,S12000034,Aberdeenshire,481,13,84
S01007122,Fraserburgh Central-Academy - 02,S12000034,Aberdeenshire,556,21,51
S01007123,Fraserburgh Central-Academy - 03,S12000034,Aberdeenshire,642,41,74
S01007124,Fraserburgh Central-Academy - 04,S12000034,Aberdeenshire,847,36,70
S01007125,Fraserburgh Harbour and Broadsea - 01,S12000034,Aberdeenshire,844,42,65
S01007126,Fraserburgh Harbour and Broadsea - 02,S12000034,Aberdeenshire,818,57,28
S01007127,Fraserburgh Harbour and Broadsea - 03,S12000034,Aberdeenshire,919,38,38
S01007128,Fraserburgh Harbour and Broadsea - 04,S12000034,Aberdeenshire,744,32,103
S01007129,South Angus - 01,S12000041,Angus,974,57,79
S01007130,South Angus - 02,S12000041,Angus,541,16,86
S01007131,South Angus - 03,S12000041,Angus,773,24,97
S01007132,South Angus - 04,S12000041,Angus,657,28,77
S01007133,South Angus - 05,S12000041,Angus,629,18,56
S01007134,South Angus - 06,S12000041,Angus,705,26,64
S01007135,South Angus - 07,S12000041,Angus,524,15,47
S01007136,South Angus - 08,S12000041,Angus,628,37,37
S01007137,Monikie - 01,S12000041,Angus,762,50,14
S01007138,Monikie - 02,S12000041,Angus,613,23,62
S01007139,Monikie - 03,S12000041,Angus,775,34,74
S01007140,Monikie - 04,S12000041,Angus,"1,160",44,129
S01007141,Monikie - 05,S12000041,Angus,"1,023",68,52
S01007142,Monikie - 06,S12000041,Angus,"1,040",85,110
S01007143,Monikie - 07,S12000041,Angus,676,24,10
S01007144,Monikie - 08,S12000041,Angus,951,16,110
S01007145,Monifieth West - 01,S12000041,Angus,886,32,161
S01007146,Monifieth West - 02,S12000041,Angus,698,35,75
S01007147,Monifieth West - 03,S12000041,Angus,645,19,84
S01007148,Monifieth West - 04,S12000041,Angus,494,18,52
S01007149,Monifieth East - 01,S12000041,Angus,513,23,95
S01007150,Monifieth East - 02,S12000041,Angus,782,28,230
S01007151,Monifieth East - 03,S12000041,Angus,"1,220",58,105
S01007152,Monifieth East - 04,S12000041,Angus,561,25,115
S01007153,Monifieth East - 05,S12000041,Angus,664,21,81
S01007154,Monifieth East - 06,S12000041,Angus,709,17,150
S01007155,Monifieth East - 07,S12000041,Angus,599,26,83
S01007156,Carnoustie West - 01,S12000041,Angus,667,30,58
S01007157,Carnoustie West - 02,S12000041,Angus,546,26,48
S01007158,Carnoustie West - 03,S12000041,Angus,858,23,71
S01007159,Carnoustie West - 04,S12000041,Angus,"1,130",84,90
S01007160,Carnoustie West - 05,S12000041,Angus,767,23,85
S01007161,Carnoustie West - 06,S12000041,Angus,757,29,104
S01007162,Carnoustie West - 07,S12000041,Angus,527,17,71
S01007163,Carnoustie East - 01,S12000041,Angus,869,26,164
S01007164,Carnoustie East - 02,S12000041,Angus,550,10,86
S01007165,Carnoustie East - 03,S12000041,Angus,860,34,156
S01007166,Carnoustie East - 04,S12000041,Angus,643,21,104
S01007167,Carnoustie East - 05,S12000041,Angus,786,26,94
S01007168,Carnoustie East - 06,S12000041,Angus,859,29,123
S01007169,Carnoustie East - 07,S12000041,Angus,711,24,86
S01007170,Arbroath Landward - 01,S12000041,Angus,670,25,64
