lsoa21,Efficiency band E-G,Efficiency band A-B,Fossil fuel dependency,Property built 1930-,Property built 2003+,CO2_EMISSIONS_CURRENT
E01005744,18.23,19.34,79.83,13.81,3.31,3.2
E01005745,16.81,2.59,85.34,32.76,2.59,4.11
E01005746,14.07,6.17,69.38,8.64,,3.02
E01005747,20.52,0,98.25,27.51,,4.46
E01005748,19.12,0,98.8,7.57,1.99,4.82
E01005749,11.18,4.47,95.21,22.68,16.29,3.57
E01005750,21.5,0,91.9,15.26,0,4.1
E01005751,18.85,3.83,94.89,24.28,0,3.72
E01005752,4.69,11.73,84.16,12.32,,2.77
E01005753,9.6,14.69,92.09,1.41,2.26,3.02
E01005754,4.42,6.18,77.39,0,,2.41
E01005755,10.72,6.53,98.37,1.17,3.26,3.21
E01005756,2.08,43.32,45.85,0,0,1.77
E01005757,21.23,4.09,94.63,65.73,0,3.82
E01005759,13.85,12.82,97.69,16.41,3.33,3.17
E01005760,18.3,6.79,86.79,65.47,7.55,3.54
E01005761,19.34,0,85.4,5.11,0,3.62
E01005762,1.93,34.69,66.81,0,0,2.11
E01005763,16.45,3.23,86.13,2.58,0,3.52
E01005764,22.6,2.97,94.52,75.34,,3.7
E01005765,32.43,0,98.2,40.54,0,4.45
E01005766,16.91,21.56,75.84,47.77,7.43,3.24
E01005767,14.91,0,97.09,3.27,0,5.58
E01005768,13.66,32.18,62.27,3.01,3.01,4.13
E01005769,14.23,11.46,69.96,48.22,13.64,3.25
E01005770,15.24,6.67,71.11,9.84,4.13,3.89
E01005771,26.28,10.95,76.64,13.87,1.82,4.6
E01005772,18.94,1.89,81.06,6.82,,5.42
E01005773,23.17,5.08,66.98,16.51,5.71,5.08
E01005774,5.57,10.26,81.23,4.69,1.76,2.87
E01005775,22.56,9.43,80.13,17.85,,4.65
E01005776,18.06,4.52,90.65,5.16,0,5.4
E01005777,23.55,6.98,66.57,2.03,2.03,4.03
E01005778,21.36,1.62,86.08,15.86,8.74,3.76
E01005779,16.79,,97.08,4.38,0,3.93
E01005780,15.83,0,89.17,2.5,0,3.64
E01005781,22.29,2.04,73.42,0,0,3.25
E01005782,12.6,13.74,83.59,11.83,3.82,3.66
E01005783,14.29,0,93.65,0,0,3.88
E01005784,20.63,0,98.65,4.48,4.93,6.07
E01005785,24.9,5.36,73.56,14.94,0,4.58
E01005786,13.23,23.21,46.85,11.06,1.08,3.36
E01005787,15.85,0,99.45,10.38,0,6.1
E01005788,14.81,19.53,88.89,9.76,10.77,4.19
E01005789,21.18,10.46,77.48,28.95,13.94,4.63
E01005790,6.7,8.13,98.09,0,0,3.3
E01005791,21.75,0,89.12,18.25,0,4.38
E01005792,17.7,0,91.15,10.62,2.21,5.06
E01005793,12.79,0,87.88,5.72,4.38,3.57
E01005794,14.71,0,96.08,0,,4.53
E01005795,11.48,3.35,97.13,10.05,2.39,4.6
E01005796,17.96,,98.8,12.57,0,5.14
E01005797,22.71,5.8,94.93,76.81,6.04,3.8
E01005798,22.37,0.97,74.51,32.68,3.89,4.68
E01005799,6.53,0,98.81,0,17.21,2.91
E01005800,20.3,2.42,82.73,23.33,2.73,4.5
E01005801,12.04,41.24,53.45,25.49,1.42,2.9
E01005802,32.49,0,93.5,48.38,0,5.74
E01005803,22.78,0,96.14,21.62,,5.17
E01005804,32.23,,98.1,72.04,0,5.04
E01005805,13.22,0,97.11,2.89,0,4.32
E01005806,18.69,0,98.6,0,,4.13
E01005807,19.3,0,99.12,3.95,0,5.25
E01005808,23.53,0,94.12,9.05,,5.9
E01005809,18.78,0,97.97,,0,4.63
E01005810,18.59,0,73.72,8.01,0,5.3
E01005811,11.65,3.38,90.6,8.65,3.76,4.14
E01005812,23.44,2.39,97.13,15.31,2.39,7.57
E01005813,11.74,0,96.59,2.27,0,4.49
E01005814,19.62,0,94.74,0,4.31,5.1
E01005815,20.25,0,95.45,4.13,,4.45
E01005816,21.39,0,99.23,86.6,3.35,3.93
E01005817,26.48,3.1,95.21,84.51,0,4.25
E01005818,20.68,0,97.74,36.47,0,3.91
E01005819,22.06,0,98.53,27.57,0,4.11
E01005820,21.97,0,85.84,59.54,0,4.03
E01005821,20.88,4.12,93.24,39.12,4.12,3.63
E01005822,11.46,2.67,58.4,35.48,1.57,2.77
E01005823,16.57,1.51,96.99,36.75,9.04,3.6
E01005824,19.71,3.28,94.16,16.42,3.65,3.89
E01005825,13.99,6.19,62.84,28.9,2.98,3.88
E01005826,2.87,23.3,86.02,,1.79,2.7
E01005827,11.65,29.27,70.46,9.21,0,3.64
E01005828,2.14,9.89,92.51,,6.68,2.8
E01005829,16.04,8.02,88.77,5.35,,4.08
E01005830,15.2,14.98,76.43,29.52,4.63,3.39
E01005831,29.95,1.37,93.68,49.45,0,4.61
E01005832,12.62,2.59,74.76,6.15,4.21,3.91
E01005833,5.67,0,97.42,5.15,0,3.68
E01005834,8.58,15.84,83.83,5.28,2.31,2.98
E01005835,14.93,0,96.52,5.97,3.98,4.61
E01005836,16.91,5.15,93.87,21.57,13.48,3.75
E01005837,13.2,3.63,99.34,0,0,3.44
E01005838,19.83,10.58,73.22,58.84,10.08,3.47
E01005839,17.58,0,99.39,8.48,0,5.62
E01005840,17.87,10.41,80.32,34.16,0,3.54
E01005841,17.87,9.62,93.13,7.56,10.65,4.2
E01005842,20.53,0,94.68,15.97,0,4.85
E01005843,19.35,2.02,97.18,,2.02,4.07
E01005844,15.23,0,96.3,2.47,2.88,4.62
E01005845,19.86,3.19,97.52,3.55,4.26,4.76
E01005846,11.74,4.55,96.97,10.61,4.55,4.25
E01005847,9.33,0,98.88,,0,3.8
E01005848,11.7,24.47,80.43,0,33.83,3.42
E01005849,14.12,16.95,89.55,2.26,9.32,4.17
E01005850,18.44,0,92.21,3.9,,3.93
E01005851,20.27,0,97.94,2.06,,4.92
E01005852,16.59,14.95,70.09,22.66,19.86,3.69
E01005853,14.14,0,97.31,14.81,0,3.55
E01005854,24.47,0,90.63,47.43,4.53,5.02
E01005855,25.48,3.09,91.51,20.08,3.47,5.21
E01005856,20.07,2.3,84.21,19.74,0,4.13
E01005857,18.27,2.99,86.05,0,1.99,4
E01005858,16.04,14.95,87.03,26.15,14.51,3.38
E01005859,23.01,3.1,73.89,50,5.31,4.82
E01005860,29.07,0,93.83,30.84,,5.35
E01005861,14.97,0,83.23,11.08,0,3.61
E01005862,19.84,,99.6,4.76,0,4.24
E01005863,23.91,6.21,75.4,45.06,3.22,5.23
E01005864,32.72,16.62,66.23,48.02,2.11,5.91
E01005865,19.46,36.45,46.55,7.88,1.23,3.92
E01005866,28.88,0.91,81.72,64.72,3.47,4.81
E01005867,25.8,0,78.26,29.86,4.06,5.66
E01005868,17.8,0,84.75,0,0,4.37
E01005869,20.76,6.57,97.58,24.57,6.57,4.38
E01005870,15.94,0,93.75,36.56,4.69,3.47
E01005871,14.95,7.31,90.7,39.53,,3.44
E01005872,18.48,,94.31,57.35,,3.51
E01005873,18.58,0,97.63,8.3,,4.16
E01005874,12.11,15.71,59.08,13.42,13.58,2.65
E01005875,12.64,22.75,96.91,18.26,23.31,3.44
E01005876,23,0,91.05,17.25,,3.89
E01005877,10.57,25.55,69.29,18.67,0,2.62
E01005878,6.55,18.45,78.4,1.7,3.16,2.98
E01005879,21.47,0,93.27,26.6,0,4.5
E01005880,26.86,2.83,92.93,43.82,4.95,5
E01005881,23.04,0,95.1,4.41,3.92,5.69
E01005882,14.29,19.35,93.09,5.53,14.75,4.67
E01005883,24.13,3.85,90.56,27.27,2.45,5.94
E01005884,20.1,0,92.96,6.03,0,5.08
E01005885,22.46,18.91,68.79,42.32,7.8,4.33
E01005886,14.5,0,86.98,31.07,2.66,3.27
E01005887,9.65,23.06,82.84,10.19,3.75,2.83
E01005888,16.35,,98.1,12.93,,3.91
E01005889,17.11,2.14,93.32,31.55,,3.32
E01005890,13.52,0,96.44,0,0,3.45
E01005891,10.91,0,93.18,0,0,3.28
E01005892,14.44,16.61,94.22,28.16,12.27,3.3
E01005893,12.25,9.12,44.44,26.35,12.39,2.69
E01005894,22.35,,96.08,21.96,,3.74
E01005895,11.11,0,90.34,10.14,,3.51
E01005896,17.47,0,91.26,65.75,8.28,3.57
E01005897,14.75,1.8,96.76,15.47,0,4.03
E01005898,15.24,8.84,92.68,22.26,8.23,4.39
E01005899,18.25,11.38,77.25,23.81,11.9,3.88
E01005900,24.04,6.07,75.51,22.47,1.35,4.02
E01005901,16.37,4.87,94.69,5.31,0,3.97
E01005902,6.21,1.43,98.81,5.25,,3.06
E01005903,26.47,4.78,93.75,23.9,0,5.7
E01005904,22.1,3.99,82.97,21.01,0,4.83
E01005905,4.53,3.73,91.73,8.53,0,2.9
E01005906,26.67,,97.65,9.41,0,6.02
E01005907,24.5,3.61,94.78,8.43,4.42,4.81
E01005908,33.81,16.55,75.54,53.96,4.68,6.95
E01005909,27.01,1.82,94.89,29.56,5.11,6.04
E01005910,13.52,3.66,94.08,26.48,2.25,3.67
E01005911,18.99,0,96.65,5.59,0,4.22
E01005912,28.52,3.52,92.25,53.52,4.58,5.1
E01005913,19.62,2.31,98.85,18.46,0,4.92
E01005914,10.45,0,98.95,12.89,0,3.19
E01005915,14.57,5.04,93.84,42.3,0,3.31
E01005916,22.05,7.73,87.05,52.5,5,3.79
E01005917,15.44,5.05,57.58,40.69,10.53,3.11
E01005918,5.95,8.81,27.62,9.05,3.33,2.06
E01005919,8.2,5.19,85.52,5.46,3.55,2.97
E01005920,22.06,0,98.93,3.91,3.56,4.09
E01005921,14.58,3.32,90.79,47.83,0,3.19
E01005922,13.62,0,94.62,18.64,0,3.4
E01005923,23.13,4.85,95.52,11.57,2.61,6.25
E01005924,25.09,13.24,66.55,29.62,18.12,5.46
E01005925,19.93,6.05,86.83,16.73,3.56,5.31
E01005926,5.9,75.75,55.9,6.16,29.52,3.1
E01005927,23.32,0,98.45,18.13,0,6.13
E01005928,7.94,4.5,94.97,0,0,3.3
E01005929,9.4,5.26,83.08,9.02,6.02,5.53
E01005930,21.29,3.04,98.1,23.57,9.13,7.3
E01005931,19.26,5.56,96.3,13.33,4.44,5.5
E01005932,16.93,0,97.88,0,,5.16
E01005933,5.46,,100,5.46,,3.17
E01005934,17.63,7.37,90.06,21.47,8.01,4.31
E01005935,5.8,1.12,99.11,26.79,0,2.9
E01005936,10.47,3.49,97.29,12.79,1.94,3.97
E01005937,8.79,4.75,94.54,2.85,8.08,3.24
E01005938,10.02,23.72,97.07,12.96,22.98,3.53
E01005939,11.67,5,98.89,0,0,4.56
E01005940,9.56,3.59,99.2,,,3.66
E01005941,12.08,8.12,82.38,51.88,7.72,3.23
E01005942,16.48,2.79,98.88,41.06,3.63,4.05
E01005943,17.61,0,83.23,50.52,7.34,3.91
E01005944,8.08,43.23,56.55,14.19,11.14,3.03
E01005945,4.39,0,96.86,14.85,6.07,2.89
E01005946,13,2,97.75,46.25,1.25,3.5
E01005947,11.07,2.4,94.1,58.12,3.69,3.06
E01005948,13.48,20.39,57.98,40.09,15.4,2.65
E01005949,22.11,3.58,98.32,62.74,1.68,4.07
E01005950,18.18,2.75,85.67,52.34,13.22,3.95
E01005951,16.35,0,90.77,53.08,0.96,3.54
E01005953,14.7,10.83,88.39,45.07,5.42,3.34
E01005954,10.31,1.79,91.26,21.97,1.12,2.87
E01005955,7.54,0,99.6,0,1.98,3.77
E01005956,13.62,2.13,90.64,18.3,2.98,3.99
E01005957,20.12,0,99.11,43.49,2.37,4.35
E01005958,9.58,5.41,94.59,10.57,0,3.03
E01005959,9.69,16.52,83.92,0,0,3.26
E01005960,15.28,1.39,97.22,51.39,0,3.54
E01005961,9.54,50.33,46.05,10.86,8.72,2.72
E01005962,19.27,2.55,96.73,9.82,0,4.07
E01005963,15.84,0,98.64,18.55,0,3.68
E01005964,15.54,0,95.27,33.11,3.72,3.9
E01005965,6.47,33.57,69.93,10.84,5.94,2.51
E01005966,8.29,27.62,67.13,13.54,3.87,2.93
E01005967,9.17,3.62,76.97,6.18,0,3.09
E01005968,19.92,0,88.62,0,,3.69
E01005969,15.34,36.65,98.86,17.05,36.36,3.17
E01005970,18.31,5.08,87.12,0,3.73,3.48
E01005971,14.41,7.21,96.4,23.42,8.11,3.24
E01005972,12.39,13.45,91.39,39.5,14.5,3.23
E01005973,13.97,6.11,94.76,16.59,,3.67
E01005974,20.12,8.76,85.26,47.01,6.37,3.23
E01005975,11.31,3.99,89.36,22.62,5.54,3.27
E01005976,7,4.37,98.54,3.5,0,2.92
E01005977,11.54,0,98.72,23.5,,3.47
E01005978,7.65,0,98.82,0,0,2.85
E01005979,11.66,1.3,96.89,9.84,2.33,3.32
E01005980,10.45,2.24,97.76,4.85,2.24,3.18
E01005981,7.93,6.06,94.64,6.76,1.63,2.8
E01005982,8.59,4.99,99.17,0,2.22,3.24
E01005983,18.34,0,96.89,25.61,0,4.2
E01005984,5.57,13.49,73.02,2.64,11.44,2.53
E01005985,17.08,0,96.8,0,2.49,3.72
E01005986,11.42,0,98.03,14.17,0,3.37
E01005987,23.49,0,97.86,2.49,0,3.99
E01005988,17.84,5.2,83.64,4.83,20.07,4.16
E01005989,19.69,7.25,86.01,3.63,0,4.13
E01005990,14.96,0,93.07,10.22,0,3.79
E01005991,26.81,0,87.07,45.74,,4.69
E01005992,13.03,0,96.88,45.89,,3.34
E01005993,16.36,0,98.18,24.36,,4.03
E01005994,10.71,1.62,97.08,0,0,3.31
E01005995,8.43,8.43,93.82,7.3,3.37,3.86
E01005996,11.46,0,95.85,14.39,8.78,3.32
E01005997,16.52,2.4,97.9,19.82,3.3,3.39
E01005998,14.44,16.99,83.65,15.92,22.29,3.22
E01005999,15.08,10.41,65.91,29.41,11.31,3.15
E01006000,10.99,13.79,72.95,17.98,5.41,3.19
E01006001,22.8,0,93.81,29.64,,4.07
E01006002,13.43,0,92.93,11.31,,3.45
E01006003,14.98,2.28,94.46,28.66,0,3.83
E01006004,15.33,0,98.47,1.92,0,3.79
E01006005,5.15,4.08,96.57,2.58,,2.65
E01006006,16.92,,98.12,7.52,,3.86
E01006007,12.96,0,96.62,1.41,0,3.45
E01006008,10.34,1.57,97.18,33.23,1.88,3.36
E01006009,12.7,0,94.84,31.35,,3.53
E01006010,11.46,5.01,87.83,44.15,5.97,3.23
E01006011,4.15,2.33,96.63,2.33,4.15,2.93
E01006012,15.65,3.63,82.31,31.97,20.86,4.04
E01006013,13.21,2.64,98.11,30.57,0,3.65
E01006014,13.48,0,98.5,14.23,0,3.72
E01006015,7.81,,100,7.29,0,3.83
E01006016,9.22,1.62,84.95,19.26,7.93,2.72
E01006017,16.05,3.7,98.77,0,,4.03
E01006018,15.96,3.72,100,0,0,3.92
E01006019,8.19,6.24,92.79,2.73,2.73,2.51
E01006020,8.26,8.26,100,1.65,10.47,3.25
E01006021,20.95,2.22,97.14,48.57,3.17,4.08
E01006022,14.79,21.19,45.73,27.29,18.9,3.09
E01006023,6.69,1.53,92.93,11.09,2.68,2.83
E01006024,14.89,3.05,95.04,14.5,4.58,4.76
E01006025,3.94,11.22,87.2,1.38,2.17,2.98
E01006026,17.04,7.08,94.03,47.79,6.19,3.84
E01006027,0.56,38.07,62.82,0,12.09,2.16
E01006028,12.15,2.08,89.24,31.25,1.39,3.08
E01006029,14.74,3.16,85.05,59.37,4.42,3.55
E01006030,9.51,15.31,82.83,16.47,3.25,3.25
E01006031,4.23,40.09,60.93,13.41,2.77,2.42
E01006032,6.45,6.16,93.55,16.13,0,3.08
E01006033,11.36,18.05,73.83,30.63,4.46,2.98
E01006034,6.69,5.58,86.8,3.53,24.35,2.97
E01006035,6.39,17.82,76.81,13.45,17.14,2.73
E01006036,9.95,16.64,77.7,25.21,25.39,3.02
E01006037,15.53,16.67,82.95,7.2,,4.21
E01006038,10.51,2.54,88.77,6.88,7.61,3.77
E01006039,21.31,5.5,97.25,42.27,6.53,4.63
E01006040,17.83,1.67,79.39,53.2,12.81,3.93
E01006041,18.93,7.77,88.35,71.6,9.95,4.02
E01006042,18.55,5.66,91.86,47.29,5.88,4.07
E01006043,18.18,1.68,91.92,12.46,0,3.99
E01006044,13.87,14.84,85.16,15.16,2.58,4.3
E01006045,32.03,5.63,96.1,23.38,0,6.38
E01006046,25.61,,97.54,28.42,0,4.78
E01006047,13.55,2.58,98.06,41.94,3.55,4.24
E01006048,19.61,2.91,87.65,37.05,4.36,4.47
E01006049,18.18,3.64,94.29,47.27,4.42,4.04
E01006050,2.18,16.88,91.11,0.91,8.53,2.57
E01006051,19.51,3.25,92.14,44.44,1.9,4.89
E01006052,7.01,6.07,97.43,3.04,9.11,3.14
E01006053,12.01,6.01,91.38,41.78,23.5,3.86
E01006054,9.29,7.88,84.04,22.63,1.21,3.39
E01006055,18.59,10.14,88.73,72.96,0,4.22
E01006056,3.56,7.67,99.45,4.66,,2.99
E01006057,15.26,14.02,91.28,50.78,9.35,3.81
E01006058,12.07,6.55,77.59,53.62,22.41,3.57
E01006059,18.39,7.02,93.65,52.17,5.69,4.13
E01006060,15.99,2.99,79.53,35.82,3.2,3.71
E01006061,7.03,1.76,98.07,5.45,7.73,3.73
E01006062,10.88,0,97.89,14.74,15.09,4.21
E01006063,15.56,0,96.89,13.33,0,4.54
E01006064,2.76,15.52,85.86,5,6.55,2.32
E01006065,2.7,2.1,98.8,1.8,,3.08
E01006066,16.88,3.64,97.92,55.58,3.9,4.17
E01006067,12.13,0,96.72,15.08,8.52,4.13
E01006068,16.51,2.2,76.33,52.29,10.09,3.28
E01006069,4.72,3,87.55,5.36,,3.02
E01006070,25.95,2.04,96.79,71.72,0,5.63
E01006071,19.67,13.11,90.16,11.8,5.9,5.75
E01006072,17.86,2.38,98.81,9.52,2.38,5.62
E01006073,8.6,8.8,81.4,19.6,19.4,3.23
E01006074,13.29,2.45,95.45,12.24,2.1,4.35
E01006075,14.57,14.2,48.64,22.22,30.62,3.64
E01006076,18.53,7.58,77.26,33.68,5.89,5.64
E01006077,25.25,9.27,77.91,49.9,1.38,4.63
E01006078,13.48,17.48,67.56,35.56,13.04,3.26
E01006079,6.03,37.4,64.61,4.17,27.05,3.1
E01006080,19.85,6.2,81.14,49.38,7.69,4.34
E01006081,19.49,8.9,94.49,5.08,11.02,7.96
E01006082,26.34,11.02,88.44,42.74,15.59,7.3
E01006083,34.06,5.24,98.69,52.84,4.37,9.54
E01006084,33.97,2.56,87.82,63.46,10.9,8
E01006085,24.31,4.86,93.75,56.94,4.17,7.3
E01006086,14.81,3.99,91.45,17.66,4.27,5.44
E01006087,23.75,4.58,90.42,27.92,10.42,7.98
E01006088,38.86,0,97.59,87.95,0,6.93
E01006089,11.58,35.91,61,25.87,7.72,3.07
E01006090,8.75,16.9,49.5,7.75,25.25,3
E01006091,2.96,6.47,91.5,0,45.47,2.55
E01006092,4.86,0,100,0,,3.17
E01006093,23.11,7.14,93.7,34.87,2.1,4.63
E01006094,24.71,0,85.88,3.92,0,4.75
E01006095,11.24,2.41,99.2,0,8.84,3.64
E01006096,22.71,5.98,90.84,21.12,15.94,5.13
E01006097,14.29,7.59,74.33,16.07,9.6,3.8
E01006098,23.79,0,92.72,15.53,,5.6
E01006099,23.72,0,87.75,29.25,5.93,4.64
E01006100,21.74,3.62,80.43,19.2,5.8,4.4
E01006101,19.9,0,99.03,6.8,4.85,5.14
E01006102,13.01,,98.51,,,3.86
E01006103,20,0,98.67,2.22,,4.46
E01006104,15.08,12.53,81.44,6.5,6.73,3.37
E01006105,4.31,11.5,99.36,0,16.45,3.06
E01006106,6.02,12.05,98.8,0,12.29,3.13
E01006107,6.68,35.2,97.29,5.05,40.79,2.75
E01006108,4.81,0,99.64,,2.14,3.29
E01006109,3.91,21.48,78.12,12.89,,2.12
E01006110,25.75,0,94.25,86.25,0,4.75
E01006111,18.44,0,96.93,65.36,0,4.3
E01006112,19.78,20.66,70.55,45.49,3.08,3.76
E01006113,37.99,0,96.51,54.59,0,6.53
E01006114,15.91,0,89.77,13.92,2.27,4.26
E01006115,27.94,4.7,84.07,47.26,,4.77
E01006116,19.68,0,90.96,13.83,,3.95
E01006117,19.56,,99.56,0,,4.43
E01006118,12.94,15,79.71,5,0,3.26
E01006119,15.42,0,98.02,1.98,,4.24
E01006120,24.87,,97.97,5.58,,4.7
E01006121,17.37,0,97.68,0,,3.59
E01006122,17.63,4.49,95.51,2.24,5.77,3.88
E01006123,23.49,0,96.09,7.47,2.49,4.67
E01006124,25.82,4.23,93.9,7.98,,5.05
E01006125,14.18,2.99,95.52,5.22,1.87,3.92
E01006126,6.6,9.79,80.64,1.28,0,3.09
E01006127,12.61,0,99.57,0,,3.75
E01006128,21.25,15.53,82.29,33.51,1.91,3.89
E01006129,19.08,2.96,97.37,15.13,2.63,3.71
E01006130,16.5,0,95.15,14.89,2.59,3.87
E01006131,21.45,2.18,94.91,21.82,0,4.53
E01006132,20.32,2.22,95.87,13.02,6.67,3.78
E01006133,18.1,0,94.83,5.6,,4.17
E01006134,24.9,13.69,91.7,24.48,14.52,10.34
E01006135,20.7,12.1,85.03,3.82,3.18,6.06
E01006136,24.41,7.36,94.31,11.37,7.02,7.04
E01006137,23.58,6.11,95.2,3.49,9.61,7.91
E01006138,11.85,4.44,98.02,2.22,3.7,4.01
E01006139,18.84,6.38,70.14,29.28,21.16,4.66
E01006140,20.37,0,97.84,27.78,0,5.23
E01006141,9.78,50.68,94.32,2.94,37.18,2.59
E01006142,9.59,5.28,86.57,5.52,0,3.39
E01006143,24.21,4.9,85.3,41.21,4.9,4.48
E01006144,11.23,0,87.69,35.85,2.59,3
E01006145,9.76,13.3,74.28,11.31,0,3.06
E01006146,16.54,0,97.37,11.65,,4.21
E01006147,30.52,,99.53,35.68,0,5.19
E01006148,20.61,6.76,88.18,20.95,9.12,4.99
E01006149,17.16,21.14,64.18,32.59,8.96,3.47
E01006150,29.64,4.73,52.18,32,3.09,3.9
E01006151,27.66,0,87.66,11.49,2.55,6.18
E01006152,20.48,0,97.99,0,2.01,5.76
E01006153,14.83,0,94.68,1.9,0,4.39
E01006154,21.63,11.24,86.24,56.46,0,4.31
E01006155,15.92,15.64,89.94,13.13,2.51,3.53
E01006156,12.77,1.56,96.57,8.72,5.61,3.62
E01006157,8.74,59.36,31.9,2.15,11.04,2.2
E01006158,9.74,0,99.05,1.43,1.19,3.37
E01006159,13.9,,94.82,2.72,0,3.66
E01006160,14.19,5.34,72.4,28.52,10.81,2.94
E01006161,13.14,14.03,62.52,28.6,17.23,3.66
E01006162,31.23,2.84,84.86,54.26,6.31,5.05
E01006163,26.65,2.05,94.99,80.18,1.59,4.26
E01006164,17.47,7.23,92.47,12.05,3.92,4.13
E01006165,14.17,7.25,75.29,42.01,22.73,3.11
E01006166,4.79,1.41,99.72,0,2.82,3.06
E01006167,3.46,0,99.31,,6.23,2.76
E01006168,4.87,16.23,95.45,0,21.75,2.64
E01006169,14.9,0,98.34,9.27,0,4.01
E01006170,16.43,0,97.55,25.87,0,3.85
E01006171,11.81,0,77.17,1.31,2.62,3.32
E01006172,25.25,0,79.07,2.99,,4.68
E01006173,19.35,0,97.58,7.26,,4.22
E01006174,21.28,5.13,84.87,45.9,3.33,3.91
E01006175,7.19,2.67,95.48,,,3.06
E01006176,9.67,4.14,92.82,14.64,9.94,3.6
E01006177,4.29,0,98.77,0,0,3.38
E01006178,20.79,3.68,86.84,40.53,3.16,4.25
E01006179,22.15,1.54,80.04,26.32,0,4.04
E01006180,24.7,1.44,83.93,68.59,8.39,4.43
E01006181,21.13,1.49,86.9,32.74,2.98,4.49
E01006182,24.9,,98.76,3.73,,4.57
E01006183,27.37,,98.54,16.79,,5
E01006184,13.04,6.64,78.49,10.3,0,3.35
E01006186,11.73,20.9,62.11,24.21,10.08,2.97
E01006187,19.02,0.84,94.13,65.87,0,3.91
E01006188,13.11,26.23,36.56,24.64,25.83,2.78
E01006189,9.52,3.73,83.44,15.94,21.12,3.46
E01006190,24.18,6.56,93.85,15.98,4.92,5.08
E01006191,17.56,6.45,82.8,7.53,14.34,4.39
E01006192,18.02,3.53,85.51,17.31,3.53,4.51
E01006193,23.46,0,99.59,29.22,0,4.88
E01006194,15.87,2.68,86.81,54.49,21.22,4.32
E01006195,16.41,2.73,97.27,3.91,0,4.35
E01006196,16.49,0,95.79,8.77,,4.23
E01006197,33.2,,89.84,45.7,0,4.81
E01006198,12.21,12.98,67.68,31.81,16.54,3.32
E01006199,10.85,1.32,98.15,34.66,,3.29
E01006200,15.93,7.69,84.07,14.01,1.37,3.17
E01006201,23.82,0,92.48,56.43,3.76,4.29
E01006202,30.94,8.14,70.36,56.35,9.77,4.59
E01006203,26.92,,92.86,16.48,,4.99
E01006204,16.18,10.88,64.71,7.65,9.41,3.88
E01006205,21.82,0,92.27,3.18,5.91,4.51
E01006206,9.89,2.2,94.78,,18.41,3.27
E01006207,6.19,9.58,79.84,0,10.38,2.65
E01006208,11.07,0,96.95,7.63,0,3.83
E01006209,19.62,6.04,87.55,9.06,0,5.15
E01006210,14.86,0,95.65,8.33,0,4.47
E01006211,8.63,4.32,93.53,6.47,0,3.86
E01006212,24.66,0,95.96,8.52,,4.47
E01006213,14.22,2.45,82.6,31.62,14.22,3.23
E01006214,18.84,4.86,95.44,64.44,5.17,4.04
E01006215,7.92,20.81,92.31,21.95,25.34,2.98
E01006216,8.58,3.48,96.98,10.67,44.32,3.56
E01006217,7.68,2.9,93.15,22.61,23.03,3.07
E01006218,11.35,15.28,84.28,42.65,22.27,3.05
E01006219,18.72,3.94,94.58,20.2,,3.86
E01006220,16.42,7.62,94.13,19.94,7.04,3.51
E01006221,18.92,4.05,86.82,29.73,11.82,3.95
E01006222,21.58,0,97.1,0,2.49,4.46
E01006223,24.87,1.59,84.92,46.83,5.03,3.91
E01006224,9.83,0,100,,0,3.88
E01006225,20.5,,94.56,20.5,0,4.65
E01006226,16.33,5.78,90.48,20.75,13.61,3.71
E01006227,16.09,2.68,100,15.71,2.68,3.73
E01006228,17.69,4.42,82.56,27.27,13.27,3.57
E01006229,13.71,25.71,72,25.71,28.29,3.64
E01006230,4.3,64.99,61.28,1.93,24.18,2.62
E01006231,23.86,8.77,86.32,23.51,3.51,4.94
E01006232,18.27,9.39,93.65,23.1,35.79,4.69
E01006233,25.74,0,98.02,13.37,0,5.82
E01006234,15.64,0,96.65,15.08,0,3.77
E01006235,12.39,0,97.58,7.25,3.02,3.29
E01006236,21.86,8.24,94.27,34.05,8.24,4.62
E01006237,5.19,48.58,58.49,11.32,8.49,2.95
E01006238,9.28,0,88.92,17.27,0,3.27
E01006239,5.92,4.78,91.8,12.07,11.85,2.89
E01006240,8.87,9.57,91.49,0,,3.02
E01006241,3.74,40.39,65.3,1.78,15.66,2.36
E01006242,13.07,29.13,67.89,41.06,1.38,3.18
E01006243,10.87,2.42,86.47,24.88,30.92,3.6
E01006244,17.01,1.74,78.47,53.82,13.89,3.35
E01006245,7.62,20.63,75.24,21.27,32.22,3.13
E01006246,13.35,20.16,90.84,24.61,17.8,3.17
E01006247,20,,97.3,17.3,0,4.29
E01006248,3.2,58.62,67.12,0,21.06,1.94
E01006249,17.13,15.73,82.87,11.19,,3.7
E01006250,9.56,46.61,53.78,12.55,1.2,3.02
E01006251,19.39,21.09,72.79,21.43,3.4,3.96
E01006252,16.73,0,97.4,27.14,5.58,4.03
E01006253,22.22,4.63,94.44,20.06,1.54,3.8
E01006254,5.85,5.54,82.77,15.69,21.54,2.74
E01006255,27.08,2.43,97.57,38.54,0,4.7
E01006256,10.49,31.7,57.58,9.56,10.26,2.68
E01006257,23.66,3.05,93.51,67.94,0,4.62
E01006258,16.26,1.53,91.72,38.04,4.91,3.77
E01006259,22.49,8.43,89.16,17.67,13.25,4.21
E01006260,9.13,,97.93,26.56,0,3.55
